Move,TimeUsed,TotalTime,Eval
189,0.62,"(68.9, 118.9)",[]
190,0.62,"(68.9, 118.9)",[]
191,0.62,"(68.9, 122.1)",['b7c6']
192,0.62,"(68.9, 122.1)",[]
193,0.65,"(70.6, 122.1)",['d5c3']
194,0.65,"(70.6, 122.1)",[]
195,0.65,"(70.6, 122.1)",[]
196,0.65,"(70.6, 122.1)",[]
197,0.65,"(70.6, 122.1)",[]
198,0.65,"(70.6, 122.1)",[]
199,0.65,"(70.6, 122.1)",[]
200,0.65,"(70.6, 122.1)",[]
201,0.65,"(70.6, 122.1)",[]
202,0.65,"(70.6, 122.1)",[]
203,0.65,"(70.6, 122.1)",[]
204,0.65,"(70.6, 122.1)",[]
205,0.65,"(70.6, 122.1)",[]
206,0.65,"(70.6, 122.1)",[]
207,0.65,"(70.6, 122.1)",[]
208,0.65,"(70.6, 122.1)",[]
209,0.65,"(70.6, 122.1)",[]
210,0.65,"(70.6, 122.1)",[]
211,0.65,"(70.6, 122.1)",[]
212,0.65,"(70.6, 122.1)",[]
213,0.56,"(70.6, 141.8)",['f5d4']
214,0.56,"(70.6, 141.8)",[]
215,0.56,"(70.6, 141.8)",[]
216,0.56,"(70.6, 141.8)",[]
217,0.56,"(70.6, 141.8)",[]
218,0.56,"(70.6, 141.8)",[]
219,0.56,"(70.6, 141.8)",[]
220,0.56,"(70.6, 141.8)",[]
221,0.56,"(70.6, 141.8)",[]
222,0.56,"(70.6, 141.8)",[]
223,0.56,"(70.6, 141.8)",[]
224,0.56,"(70.6, 141.8)",[]
225,0.56,"(70.6, 141.8)",[]
226,0.56,"(70.6, 141.8)",[]
227,0.56,"(70.6, 141.8)",[]
228,0.56,"(70.6, 141.8)",[]
229,0.56,"(70.6, 141.8)",[]
230,0.7,"(88.2, 141.8)",['e1g1']
231,0.7,"(88.2, 141.8)",[]
232,0.7,"(88.2, 141.8)",[]
233,0.7,"(88.2, 141.8)",[]
234,0.7,"(88.2, 141.8)",[]
235,0.7,"(88.2, 141.8)",[]
236,0.7,"(88.2, 141.8)",[]
237,0.7,"(88.2, 141.8)",[]
238,0.7,"(88.2, 141.8)",[]
239,0.7,"(88.2, 141.8)",[]
240,0.7,"(88.2, 141.8)",[]
241,0.7,"(88.2, 141.8)",[]
242,0.7,"(88.2, 141.8)",[]
243,0.7,"(88.2, 141.8)",[]
244,0.7,"(88.2, 141.8)",[]
245,0.7,"(88.2, 141.8)",[]
246,0.7,"(88.2, 141.8)",[]
247,0.7,"(88.2, 141.8)",[]
248,0.7,"(88.2, 141.8)",[]
249,0.7,"(88.2, 141.8)",[]
250,0.7,"(88.2, 141.8)",[]
251,0.7,"(88.2, 141.8)",[]
252,0.7,"(88.2, 141.8)",[]
253,0.7,"(88.2, 141.8)",[]
254,0.7,"(88.2, 141.8)",[]
255,0.7,"(88.2, 141.8)",[]
256,0.7,"(88.2, 141.8)",[]
257,0.7,"(88.2, 141.8)",[]
258,0.7,"(88.2, 141.8)",[]
259,0.7,"(88.2, 141.8)",[]
260,0.7,"(88.2, 141.8)",[]
261,0.7,"(88.2, 141.8)",[]
262,0.7,"(88.2, 141.8)",[]
263,0.7,"(88.2, 141.8)",[]
264,0.7,"(88.2, 141.8)",[]
265,0.7,"(88.2, 141.8)",[]
266,0.7,"(88.2, 141.8)",[]
267,0.7,"(88.2, 141.8)",[]
268,0.7,"(88.2, 141.8)",[]
269,0.7,"(88.2, 141.8)",[]
270,0.7,"(88.2, 141.8)",[]
271,0.7,"(88.2, 141.8)",[]
272,0.7,"(88.2, 141.8)",[]
273,1.09,"(88.2, 184.2)",['f8e7']
274,1.09,"(88.2, 184.2)",[]
275,1.09,"(88.2, 184.2)",[]
276,1.09,"(88.2, 184.2)",[]
277,1.09,"(88.2, 184.2)",[]
278,1.09,"(88.2, 184.2)",[]
279,1.55,"(94.3, 184.2)",['c1e3']
280,1.55,"(94.3, 184.2)",[]
281,1.55,"(94.3, 184.2)",[]
282,1.55,"(94.3, 184.2)",[]
283,1.55,"(94.3, 184.2)",[]
284,1.55,"(94.3, 184.2)",[]
285,1.55,"(94.3, 184.2)",[]
286,1.55,"(94.3, 184.2)",[]
287,1.55,"(94.3, 184.2)",[]
288,1.55,"(94.3, 184.2)",[]
289,1.46,"(94.3, 193.9)",['d4c2']
290,1.46,"(94.3, 193.9)",[]
291,1.46,"(94.3, 193.9)",[]
292,1.46,"(94.3, 193.9)",[]
293,1.46,"(94.3, 193.9)",[]
294,1.46,"(94.3, 193.9)",[]
295,1.46,"(94.3, 193.9)",[]
296,1.46,"(94.3, 193.9)",[]
297,1.46,"(94.3, 193.9)",[]
298,1.46,"(94.3, 193.9)",[]
299,1.46,"(94.3, 193.9)",[]
300,1.46,"(94.3, 193.9)",[]
301,1.46,"(94.3, 193.9)",[]
302,1.46,"(94.3, 193.9)",[]
303,1.31,"(108.6, 193.9)",['a1c1']
304,1.31,"(108.6, 193.9)",[]
305,1.31,"(108.6, 193.9)",[]
306,1.53,"(109.1, 196.8)","['c2e3', 'f2e3']"
307,1.53,"(109.1, 196.8)",[]
308,1.53,"(109.1, 196.8)",[]
309,1.53,"(109.1, 196.8)",[]
310,1.53,"(109.1, 196.8)",[]
311,1.53,"(109.1, 196.8)",[]
312,1.53,"(109.1, 196.8)",[]
313,1.53,"(109.1, 196.8)",[]
314,1.53,"(109.1, 196.8)",[]
315,1.53,"(109.1, 196.8)",[]
316,1.53,"(109.1, 196.8)",[]
317,1.53,"(109.1, 196.8)",[]
318,1.53,"(109.1, 196.8)",[]
319,1.53,"(109.1, 196.8)",[]
320,1.53,"(109.1, 196.8)",[]
321,1.53,"(109.1, 196.8)",[]
322,1.53,"(109.1, 196.8)",[]
323,1.65,"(109.1, 213.2)",['e7c5']
324,1.65,"(109.1, 213.2)",[]
325,1.65,"(109.1, 213.2)",[]
326,1.65,"(109.1, 213.2)",[]
327,1.65,"(109.1, 213.2)",[]
328,1.65,"(109.1, 213.2)",[]
329,1.65,"(109.1, 213.2)",[]
330,1.65,"(109.1, 213.2)",[]
331,1.65,"(109.1, 213.2)",[]
332,1.65,"(109.1, 213.2)",[]
333,1.65,"(109.1, 213.2)",[]
334,1.65,"(109.1, 213.2)",[]
335,1.65,"(109.1, 213.2)",[]
336,1.65,"(109.1, 213.2)",[]
337,1.65,"(109.1, 213.2)",[]
338,1.65,"(109.1, 213.2)",[]
339,1.65,"(109.1, 213.2)",[]
340,1.65,"(109.1, 213.2)",[]
341,1.65,"(109.1, 213.2)",[]
342,1.65,"(109.1, 213.2)",[]
343,1.65,"(109.1, 213.2)",[]
344,1.65,"(109.1, 213.2)",[]
345,1.65,"(109.1, 213.2)",[]
346,1.65,"(109.1, 213.2)",[]
347,1.65,"(109.1, 213.2)",[]
348,1.65,"(109.1, 213.2)",[]
349,1.65,"(109.1, 213.2)",[]
350,1.65,"(109.1, 213.2)",[]
351,1.65,"(109.1, 213.2)",[]
352,1.65,"(109.1, 213.2)",[]
353,1.65,"(109.1, 213.2)",[]
354,1.65,"(109.1, 213.2)",[]
355,1.65,"(109.1, 213.2)",[]
356,1.65,"(109.1, 213.2)",[]
357,1.65,"(109.1, 213.2)",[]
358,1.65,"(109.1, 213.2)",[]
359,1.65,"(109.1, 213.2)",[]
360,1.65,"(109.1, 213.2)",[]
361,1.65,"(109.1, 213.2)",[]
362,1.65,"(109.1, 213.2)",[]
363,1.65,"(109.1, 213.2)",[]
364,1.65,"(109.1, 213.2)",[]
365,1.65,"(109.1, 213.2)",[]
366,1.65,"(109.1, 213.2)",[]
367,0.95,"(153.5, 213.2)",['f1e1']
368,0.95,"(153.5, 213.2)",[]
369,0.95,"(153.5, 213.2)",[]
370,0.95,"(153.5, 213.2)",[]
371,0.95,"(153.5, 213.2)",[]
372,0.95,"(153.5, 213.2)",[]
373,1.38,"(153.5, 218.6)",['h8e8']
374,1.38,"(153.5, 218.6)",[]
375,1.38,"(153.5, 218.6)",[]
376,1.38,"(153.5, 218.6)",[]
377,1.38,"(153.5, 218.6)",[]
378,1.38,"(153.5, 218.6)",[]
379,1.38,"(153.5, 218.6)",[]
380,1.54,"(160.8, 218.6)",['c3e4']
381,1.54,"(160.8, 218.6)",[]
382,1.54,"(160.8, 218.6)",[]
383,1.54,"(160.8, 218.6)",[]
384,1.54,"(160.8, 218.6)",[]
385,1.54,"(160.8, 218.6)",[]
386,1.54,"(160.8, 218.6)",[]
387,1.54,"(160.8, 218.6)",[]
388,1.54,"(160.8, 218.6)",[]
389,1.54,"(160.8, 218.6)",[]
390,1.54,"(160.8, 218.6)",[]
391,1.54,"(160.8, 218.6)",[]
392,1.54,"(160.8, 218.6)",[]
393,1.54,"(160.8, 218.6)",[]
394,1.54,"(160.8, 218.6)",[]
395,1.54,"(160.8, 218.6)",[]
396,1.54,"(160.8, 218.6)",[]
397,1.54,"(160.8, 218.6)",[]
398,1.54,"(160.8, 218.6)",[]
399,1.54,"(160.8, 218.6)",[]
400,1.54,"(160.8, 218.6)",[]
401,1.54,"(160.8, 218.6)",[]
402,1.54,"(160.8, 218.6)",[]
403,1.54,"(160.8, 218.6)",[]
404,1.54,"(160.8, 218.6)",[]
405,1.54,"(160.8, 218.6)",[]
406,1.54,"(160.8, 218.6)",[]
407,1.54,"(160.8, 218.6)",[]
408,1.54,"(160.8, 218.6)",[]
409,1.54,"(160.8, 218.6)",[]
410,1.54,"(160.8, 218.6)",[]
411,1.54,"(160.8, 218.6)",[]
412,1.54,"(160.8, 218.6)",[]
413,1.54,"(160.8, 218.6)",[]
414,1.54,"(160.8, 218.6)",[]
415,1.54,"(160.8, 218.6)",[]
416,1.54,"(160.8, 218.6)",[]
417,1.54,"(160.8, 218.6)",[]
418,1.54,"(160.8, 218.6)",[]
419,1.54,"(160.8, 218.6)",[]
420,1.54,"(160.8, 218.6)",[]
421,1.54,"(160.8, 218.6)",[]
422,1.54,"(160.8, 218.6)",[]
423,1.54,"(160.8, 218.6)",[]
424,1.54,"(160.8, 218.6)",[]
425,1.54,"(160.8, 218.6)",[]
426,1.54,"(160.8, 218.6)",[]
427,1.54,"(160.8, 218.6)",[]
428,1.54,"(160.8, 218.6)",[]
429,1.54,"(160.8, 218.6)",[]
430,1.54,"(160.8, 218.6)",[]
431,1.54,"(160.8, 218.6)",[]
432,1.54,"(160.8, 218.6)",[]
433,1.54,"(160.8, 218.6)",[]
434,1.54,"(160.8, 218.6)",[]
435,1.54,"(160.8, 218.6)",[]
436,1.54,"(160.8, 218.6)",[]
437,1.54,"(160.8, 218.6)",[]
438,1.54,"(160.8, 218.6)",[]
439,1.54,"(160.8, 218.6)",[]
440,1.54,"(160.8, 218.6)",[]
441,1.54,"(160.8, 218.6)",[]
442,1.54,"(160.8, 218.6)",[]
443,1.54,"(160.8, 218.6)",[]
444,1.54,"(160.8, 218.6)",[]
445,1.54,"(160.8, 218.6)",[]
446,1.54,"(160.8, 218.6)",[]
447,1.54,"(160.8, 218.6)",[]
448,1.54,"(160.8, 218.6)",[]
449,1.54,"(160.8, 218.6)",[]
450,1.54,"(160.8, 218.6)",[]
451,1.54,"(160.8, 218.6)",[]
452,1.54,"(160.8, 218.6)",[]
453,1.54,"(160.8, 218.6)",[]
454,1.54,"(160.8, 218.6)",[]
455,1.54,"(160.8, 218.6)",[]
456,2.49,"(160.8, 294.4)",['c5b4']
457,2.49,"(160.8, 294.4)",[]
458,2.49,"(160.8, 294.4)",[]
459,2.49,"(160.8, 294.4)",[]
460,2.49,"(160.8, 294.4)",[]
461,2.49,"(160.8, 294.4)",[]
462,2.49,"(160.8, 294.4)",[]
463,2.49,"(160.8, 294.4)",[]
464,2.49,"(160.8, 294.4)",[]
465,2.49,"(160.8, 294.4)",[]
466,2.49,"(160.8, 294.4)",[]
467,2.49,"(160.8, 294.4)",[]
468,2.49,"(160.8, 294.4)",[]
469,2.49,"(160.8, 294.4)",[]
470,2.49,"(160.8, 294.4)",[]
471,2.49,"(160.8, 294.4)",[]
472,2.49,"(160.8, 294.4)",[]
473,0.87,"(178.3, 294.4)",['c1c6']
474,0.87,"(178.3, 294.4)",[]
475,0.87,"(178.3, 294.4)",[]
476,0.87,"(178.3, 294.4)",[]
477,0.87,"(178.3, 294.4)",[]
478,0.87,"(178.3, 294.4)",[]
479,1.07,"(178.3, 300.1)",['c8b7']
480,1.07,"(178.3, 300.1)",[]
481,1.07,"(178.3, 300.1)",[]
482,1.07,"(178.3, 300.1)",[]
483,1.07,"(178.3, 300.1)",[]
484,1.07,"(178.3, 300.1)",[]
485,1.01,"(184.8, 300.1)",['e1c1']
486,1.01,"(184.8, 300.1)",[]
487,1.01,"(184.8, 300.1)",[]
488,1.01,"(184.8, 300.1)",[]
489,1.01,"(184.8, 300.1)",[]
490,1.01,"(184.8, 300.1)",[]
491,1.01,"(184.8, 300.1)",[]
492,1.01,"(184.8, 300.1)",[]
493,1.01,"(184.8, 300.1)",[]
494,1.01,"(184.8, 300.1)",[]
495,1.01,"(184.8, 300.1)",[]
496,1.01,"(184.8, 300.1)",[]
497,1.01,"(184.8, 300.1)",[]
498,1.01,"(184.8, 300.1)",[]
499,1.01,"(184.8, 300.1)",[]
500,1.01,"(184.8, 300.1)",[]
501,1.01,"(184.8, 300.1)",[]
502,1.01,"(184.8, 300.1)",[]
503,1.01,"(184.8, 300.1)",[]
504,1.01,"(184.8, 300.1)",[]
505,1.01,"(184.8, 300.1)",[]
506,1.01,"(184.8, 300.1)",[]
507,1.01,"(184.8, 300.1)",[]
508,1.01,"(184.8, 300.1)",[]
509,1.01,"(184.8, 300.1)",[]
510,1.01,"(184.8, 300.1)",[]
511,1.01,"(184.8, 300.1)",[]
512,1.01,"(184.8, 300.1)",[]
513,1.01,"(184.8, 300.1)",[]
514,1.01,"(184.8, 300.1)",[]
515,1.01,"(184.8, 300.1)",[]
516,1.01,"(184.8, 300.1)",[]
517,1.01,"(184.8, 300.1)",[]
518,1.01,"(184.8, 300.1)",[]
519,1.01,"(184.8, 300.1)",[]
520,1.01,"(184.8, 300.1)",[]
521,1.01,"(184.8, 300.1)",[]
522,1.01,"(184.8, 300.1)",[]
523,1.01,"(184.8, 300.1)",[]
524,1.01,"(184.8, 300.1)",[]
525,1.01,"(184.8, 300.1)",[]
526,1.01,"(184.8, 300.1)",[]
527,1.01,"(184.8, 300.1)",[]
528,1.01,"(184.8, 300.1)",[]
529,1.01,"(184.8, 300.1)",[]
530,1.01,"(184.8, 300.1)",[]
531,1.01,"(184.8, 300.1)",[]
532,1.01,"(184.8, 300.1)",[]
533,1.01,"(184.8, 300.1)",[]
534,1.01,"(184.8, 300.1)",[]
535,1.01,"(184.8, 300.1)",[]
536,1.01,"(184.8, 300.1)",[]
537,7.25,"(184.8, 352.1)",['b4a5']
538,7.25,"(184.8, 352.1)",[]
539,7.25,"(184.8, 352.1)",[]
540,7.25,"(184.8, 352.1)",[]
541,7.25,"(184.8, 352.1)",[]
542,7.25,"(184.8, 352.1)",[]
543,7.25,"(184.8, 352.1)",[]
544,7.25,"(184.8, 352.1)",[]
545,7.25,"(184.8, 352.1)",[]
546,7.25,"(184.8, 352.1)",[]
547,7.25,"(184.8, 352.1)",[]
548,7.25,"(184.8, 352.1)",[]
549,7.25,"(184.8, 352.1)",[]
550,7.21,"(197.4, 352.1)",['e4d6']
551,7.21,"(197.4, 352.1)",[]
552,7.21,"(197.4, 352.1)",[]
553,7.21,"(197.4, 352.1)",[]
554,7.21,"(197.4, 352.1)",[]
555,7.21,"(197.4, 352.1)",[]
556,7.21,"(197.4, 352.1)",[]
557,7.21,"(197.4, 352.1)",[]
558,7.35,"(197.4, 360.0)",['d8d6']
559,7.35,"(197.4, 360.0)",[]
560,7.35,"(197.4, 360.0)",[]
561,6.44,"(200.9, 360.0)",['e5d6']
562,6.44,"(200.9, 360.0)",[]
563,6.44,"(200.9, 360.0)",[]
564,6.44,"(200.9, 360.0)",[]
565,6.44,"(200.9, 360.0)",[]
566,6.44,"(200.9, 360.0)",[]
567,6.44,"(200.9, 360.0)",[]
568,6.44,"(200.9, 360.0)",[]
569,6.44,"(200.9, 360.0)",[]
570,6.44,"(200.9, 360.0)",[]
571,6.44,"(200.9, 360.0)",[]
572,6.44,"(200.9, 360.0)",[]
573,6.44,"(200.9, 360.0)",[]
574,6.44,"(200.9, 360.0)",[]
575,6.44,"(200.9, 360.0)",[]
576,6.44,"(200.9, 360.0)",[]
577,6.44,"(200.9, 360.0)",[]
578,6.44,"(200.9, 360.0)",[]
579,6.44,"(200.9, 360.0)",[]
580,6.44,"(200.9, 360.0)",[]
581,6.44,"(200.9, 360.0)",[]
582,6.44,"(200.9, 360.0)",[]
583,6.44,"(200.9, 360.0)",[]
584,6.44,"(200.9, 360.0)",[]
585,6.44,"(200.9, 360.0)",[]
586,6.44,"(200.9, 360.0)",[]
587,6.44,"(200.9, 360.0)",[]
588,6.44,"(200.9, 360.0)",[]
589,6.44,"(200.9, 360.0)",[]
590,6.44,"(200.9, 360.0)",[]
591,6.44,"(200.9, 360.0)",[]
592,6.44,"(200.9, 360.0)",[]
593,6.44,"(200.9, 360.0)",[]
594,6.44,"(200.9, 360.0)",[]
595,6.44,"(200.9, 360.0)",[]
596,6.44,"(200.9, 360.0)",[]
597,6.44,"(200.9, 360.0)",[]
598,6.44,"(200.9, 360.0)",[]
599,6.44,"(200.9, 360.0)",[]
600,6.44,"(200.9, 360.0)",[]
601,6.44,"(200.9, 360.0)",[]
602,6.44,"(200.9, 360.0)",[]
603,6.44,"(200.9, 360.0)",[]
604,6.44,"(200.9, 360.0)",[]
605,6.44,"(200.9, 360.0)",[]
606,6.44,"(200.9, 360.0)",[]
607,6.44,"(200.9, 360.0)",[]
608,6.44,"(200.9, 360.0)",[]
609,6.44,"(200.9, 360.0)",[]
610,6.44,"(200.9, 360.0)",[]
611,6.44,"(200.9, 360.0)",[]
612,6.44,"(200.9, 360.0)",[]
613,6.44,"(200.9, 360.0)",[]
614,6.44,"(200.9, 360.0)",[]
615,6.44,"(200.9, 360.0)",[]
616,6.44,"(200.9, 360.0)",[]
617,6.44,"(200.9, 360.0)",[]
618,6.44,"(200.9, 360.0)",[]
619,6.44,"(200.9, 360.0)",[]
620,6.44,"(200.9, 360.0)",[]
621,6.44,"(200.9, 360.0)",[]
622,6.44,"(200.9, 360.0)",[]
623,6.44,"(200.9, 360.0)",[]
624,6.44,"(200.9, 360.0)",[]
625,6.44,"(200.9, 360.0)",[]
626,6.44,"(200.9, 360.0)",[]
627,6.44,"(200.9, 360.0)",[]
628,6.44,"(200.9, 360.0)",[]
629,6.44,"(200.9, 360.0)",[]
630,6.44,"(200.9, 360.0)",[]
631,6.44,"(200.9, 360.0)",[]
632,6.44,"(200.9, 360.0)",[]
633,6.44,"(200.9, 360.0)",[]
634,6.44,"(200.9, 360.0)",[]
635,6.44,"(200.9, 360.0)",[]
636,6.44,"(200.9, 360.0)",[]
637,6.44,"(200.9, 360.0)",[]
638,6.44,"(200.9, 360.0)",[]
639,6.44,"(200.9, 360.0)",[]
640,6.44,"(200.9, 360.0)",[]
641,6.44,"(200.9, 360.0)",[]
642,6.44,"(200.9, 360.0)",[]
643,6.44,"(200.9, 360.0)",[]
644,6.7,"(200.9, 442.5)",['e8e3']
645,6.7,"(200.9, 442.5)",[]
646,6.7,"(200.9, 442.5)",[]
647,6.7,"(200.9, 442.5)",[]
648,6.7,"(200.9, 442.5)",[]
649,6.7,"(200.9, 442.5)",[]
650,6.7,"(200.9, 442.5)",[]
651,6.7,"(200.9, 442.5)",[]
652,6.7,"(200.9, 442.5)",[]
653,6.7,"(200.9, 442.5)",[]
654,6.7,"(200.9, 442.5)",[]
