MoveS,MovePGN,Player,TimeUsed,Time,Evaluation,HRDelta,TPM,Board,Game,DeltaPos,maxi,mini
Rxd8+,"['e8d8', 'c8d8']",w,147.6,357,#+3,2.0,1.9000000000000057,r2k4/1p3Qp1/2p5/p1Pp4/1P1P1n2/P6P/5PP1/R5K1 w - - 0 30,Game0529-2,3.1099999999999994,0,-2
Kxd8,"['e8d8', 'c8d8']",b,208.6,357,#+3,14.0,0.09999999999999432,r2k4/1p3Qp1/2p5/p1Pp4/1P1P1n2/P6P/5PP1/R5K1 w - - 0 30,Game0529-2,0,1,0
Qf8+,['f7f8'],w,154.9,364,#+10,3.0,7.300000000000011,r2k1Q2/1p4p1/2p5/p1Pp4/1P1P1n2/P6P/5PP1/R5K1 b - - 1 30,Game0529-2,0,0,-3
Kc7,['d8c7'],b,212.1,367,#+6,16.0,3.5,r4Q2/1pk3p1/2p5/p1Pp4/1P1P1n2/P6P/5PP1/R5K1 w - - 2 31,Game0529-2,0,0,0
Qxa8,"['f8a8', 'f4e2']",w,156.2,369,13.08,6.0,1.299999999999983,Q7/1pk3p1/2p5/p1Pp4/1P1P4/P6P/4nPP1/R5K1 w - - 1 32,Game0529-2,6.92,1,0
Ne2+,"['f8a8', 'f4e2']",b,212.4,369,13.08,16.0,0.30000000000001137,Q7/1pk3p1/2p5/p1Pp4/1P1P4/P6P/4nPP1/R5K1 w - - 1 32,Game0529-2,0.0,1,0
Kf1,['g1f1'],w,158.9,372,12.86,6.0,2.700000000000017,Q7/1pk3p1/2p5/p1Pp4/1P1P4/P6P/4nPP1/R4K2 b - - 2 32,Game0529-2,0.22000000000000064,1,-1
Nxd4,['e2d4'],b,215.1,374,#+4,16.0,2.6999999999999886,Q7/1pk3p1/2p5/p1Pp4/1P1n4/P6P/5PP1/R4K2 w - - 0 33,Game0529-2,7.140000000000001,1,0
Qxa5+,['a8a5'],w,162.8,378,12.44,6.0,3.9000000000000057,8/1pk3p1/2p5/Q1Pp4/1P1n4/P6P/5PP1/R4K2 b - - 0 33,Game0529-2,0.41999999999999993,0,-1
Kb8,['c7b8'],b,220.1,383,#+4,14.0,5.0,1k6/1p4p1/2p5/Q1Pp4/1P1n4/P6P/5PP1/R4K2 w - - 1 34,Game0529-2,7.5600000000000005,4,0
Qd8+,['a5d8'],w,169.7,390,#+4,7.0,6.899999999999977,1k1Q4/1p4p1/2p5/2Pp4/1P1n4/P6P/5PP1/R4K2 b - - 2 34,Game0529-2,7.5600000000000005,1,-4
Ka7,['b8a7'],b,225.7,396,#+4,8.0,5.599999999999994,3Q4/kp4p1/2p5/2Pp4/1P1n4/P6P/5PP1/R4K2 w - - 3 35,Game0529-2,0,2,0
Rd1,['a1d1'],w,177.6,404,12.5,16.0,7.900000000000006,3Q4/kp4p1/2p5/2Pp4/1P1n4/P6P/5PP1/3R1K2 b - - 4 35,Game0529-2,7.5,3,-1
Ne6,['d4e6'],b,231.4,409,20.54,1.0,5.700000000000017,3Q4/kp4p1/2p1n3/2Pp4/1P6/P6P/5PP1/3R1K2 w - - 5 36,Game0529-2,8.04,2,-1
Qd7,['d8d7'],w,182.1,414,14.12,11.0,4.5,8/kp1Q2p1/2p1n3/2Pp4/1P6/P6P/5PP1/3R1K2 b - - 6 36,Game0529-2,6.42,4,0
Nf8,['e6f8'],b,241.3,424,61.62,4.0,9.900000000000006,5n2/kp1Q2p1/2p5/2Pp4/1P6/P6P/5PP1/3R1K2 w - - 7 37,Game0529-2,20,1,-1
Qxg7,['d7g7'],w,185.7,427,66.91,16.0,3.5999999999999943,5n2/kp4Q1/2p5/2Pp4/1P6/P6P/5PP1/3R1K2 b - - 0 37,Game0529-2,5.289999999999999,4,-1
Ne6,['f8e6'],b,243.1,429,#+15,5.0,1.799999999999983,8/kp4Q1/2p1n3/2Pp4/1P6/P6P/5PP1/3R1K2 w - - 1 38,Game0529-2,20,3,0
Qd7,['g7d7'],w,192.9,436,22.37,9.0,7.200000000000017,8/kp1Q4/2p1n3/2Pp4/1P6/P6P/5PP1/3R1K2 b - - 2 38,Game0529-2,20,3,0
Nf4,['e6f4'],b,246.3,440,#+6,2.0,3.200000000000017,8/kp1Q4/2p5/2Pp4/1P3n2/P6P/5PP1/3R1K2 w - - 3 39,Game0529-2,2.370000000000001,0,-2
g3,['g2g3'],w,201.2,448,76.6,6.0,8.299999999999983,8/kp1Q4/2p5/2Pp4/1P3n2/P5PP/5P2/3R1K2 b - - 0 39,Game0529-2,20,0,-6
Ng6,['f4g6'],b,257.0,459,#+8,8.0,10.699999999999989,8/kp1Q4/2p3n1/2Pp4/1P6/P5PP/5P2/3R1K2 w - - 1 40,Game0529-2,20,1,0
b5,['b4b5'],w,206.2,464,#+7,8.0,5.0,8/kp1Q4/2p3n1/1PPp4/8/P5PP/5P2/3R1K2 b - - 0 40,Game0529-2,20,0,-3
Ne5,['g6e5'],b,258.6,465,#+6,7.0,1.6000000000000227,8/kp1Q4/2p5/1PPpn3/8/P5PP/5P2/3R1K2 w - - 1 41,Game0529-2,0,2,0
b6+,['b5b6'],w,211.3,470,31.89,11.0,5.100000000000023,8/kp1Q4/1Pp5/2Ppn3/8/P5PP/5P2/3R1K2 b - - 0 41,Game0529-2,11.89,4,0
Ka6,['a7a6'],b,261.4,473,16.4,6.0,2.7999999999999545,8/1p1Q4/kPp5/2Ppn3/8/P5PP/5P2/3R1K2 w - - 1 42,Game0529-2,15.490000000000002,1,0
Qe8,['d7e8'],w,215.5,477,#+10,7.0,4.199999999999989,4Q3/1p6/kPp5/2Ppn3/8/P5PP/5P2/3R1K2 b - - 2 42,Game0529-2,3.6000000000000014,0,-1
Nc4,['e5c4'],b,265.2,481,26.66,5.0,3.8000000000000114,4Q3/1p6/kPp5/2Pp4/2n5/P5PP/5P2/3R1K2 w - - 3 43,Game0529-2,6.66,0,-3
Rb1,['d1b1'],w,219.7,485,21.28,7.0,4.199999999999989,4Q3/1p6/kPp5/2Pp4/2n5/P5PP/5P2/1R3K2 b - - 4 43,Game0529-2,5.379999999999999,0,-3
Nxa3,['c4a3'],b,268.0,488,#+1,8.0,2.8000000000000114,4Q3/1p6/kPp5/2Pp4/8/n5PP/5P2/1R3K2 w - - 0 44,Game0529-2,1.2800000000000011,1,0
Qa8#,['e8a8'],w,221.4,490,#+0,nan,1.700000000000017,Q7/1p6/kPp5/2Pp4/8/n5PP/5P2/1R3K2 b - - 1 44,Game0529-2,1.2800000000000011,0,0
e3,"['e2e3', 'd7d5']",w,0.0,0,0.3,-4.0,0.0,rnbqkbnr/ppp1pppp/8/3p4/8/4P3/PPPP1PPP/RNBQKBNR w KQkq - 0 2,Game0529-5,0.3,0,-6
d5,"['e2e3', 'd7d5']",b,0.0,0,0.3,5.0,0.0,rnbqkbnr/ppp1pppp/8/3p4/8/4P3/PPPP1PPP/RNBQKBNR w KQkq - 0 2,Game0529-5,0.0,7,0
d4,['d2d4'],w,1.7,2,0.15,0.0,1.7,rnbqkbnr/ppp1pppp/8/3p4/3P4/4P3/PPP2PPP/RNBQKBNR b KQkq - 0 2,Game0529-5,0.15,0,-2
Nf6,['g8f6'],b,2.8,5,0.24,0.0,2.8,rnbqkb1r/ppp1pppp/5n2/3p4/3P4/4P3/PPP2PPP/RNBQKBNR w KQkq - 1 3,Game0529-5,0.09,2,-2
Nf3,['g1f3'],w,5.4,9,0.22,2.0,3.7,rnbqkb1r/ppp1pppp/5n2/3p4/3P4/4PN2/PPP2PPP/RNBQKB1R b KQkq - 2 3,Game0529-5,0.01999999999999999,0,-1
Bg4,['c8g4'],b,4.3,10,0.38,-1.0,1.5,rn1qkb1r/ppp1pppp/5n2/3p4/3P2b1/4PN2/PPP2PPP/RNBQKB1R w KQkq - 3 4,Game0529-5,0.16,0,-3
Be2,['f1e2'],w,6.2,11,0.19,2.0,0.7999999999999998,rn1qkb1r/ppp1pppp/5n2/3p4/3P2b1/4PN2/PPP1BPPP/RNBQK2R b KQkq - 4 4,Game0529-5,0.19,0,-1
e6,['e7e6'],b,7.4,14,0.14,2.0,3.1000000000000005,rn1qkb1r/ppp2ppp/4pn2/3p4/3P2b1/4PN2/PPP1BPPP/RNBQK2R w KQkq - 0 5,Game0529-5,0.04999999999999999,5,0
Ne5,['f3e5'],w,12.8,21,-0.18,2.0,6.6000000000000005,rn1qkb1r/ppp2ppp/4pn2/3pN3/3P2b1/4P3/PPP1BPPP/RNBQK2R b KQkq - 1 5,Game0529-5,0.32,2,0
Bxe2,"['g4e2', 'd1e2']",b,10.4,24,-0.3,-1.0,3.0,rn1qkb1r/ppp2ppp/4pn2/3pN3/3P4/4P3/PPP1QPPP/RNB1K2R b KQkq - 0 6,Game0529-5,0.12,0,0
Qxe2,"['g4e2', 'd1e2']",w,12.9,24,-0.3,2.0,0.09999999999999964,rn1qkb1r/ppp2ppp/4pn2/3pN3/3P4/4P3/PPP1QPPP/RNB1K2R b KQkq - 0 6,Game0529-5,0.0,6,0
Nbd7,['b8d7'],b,25.9,39,-0.17,-2.0,15.499999999999998,r2qkb1r/pppn1ppp/4pn2/3pN3/3P4/4P3/PPP1QPPP/RNB1K2R w KQkq - 1 7,Game0529-5,0.12999999999999998,0,-1
Bd2,['c1d2'],w,15.5,42,-0.47,-7.0,2.5999999999999996,r2qkb1r/pppn1ppp/4pn2/3pN3/3P4/4P3/PPPBQPPP/RN2K2R b KQkq - 2 7,Game0529-5,0.29999999999999993,1,-2
Nxe5,['d7e5'],b,28.6,45,-0.5,-2.0,2.700000000000003,r2qkb1r/ppp2ppp/4pn2/3pn3/3P4/4P3/PPPBQPPP/RN2K2R w KQkq - 0 8,Game0529-5,0.030000000000000027,0,-3
dxe5,['d4e5'],w,17.7,47,-0.5,-6.0,2.1999999999999993,r2qkb1r/ppp2ppp/4pn2/3pP3/8/4P3/PPPBQPPP/RN2K2R b KQkq - 0 8,Game0529-5,0.0,1,0
Nd7,['f6d7'],b,32.8,51,-0.62,1.0,4.199999999999996,r2qkb1r/pppn1ppp/4p3/3pP3/8/4P3/PPPBQPPP/RN2K2R w KQkq - 1 9,Game0529-5,0.12,3,0
f4,['f2f4'],w,21.7,55,-0.51,-6.0,4.0,r2qkb1r/pppn1ppp/4p3/3pP3/5P2/4P3/PPPBQ1PP/RN2K2R b KQkq - 0 9,Game0529-5,0.10999999999999999,4,0
Be7,['f8e7'],b,39.1,61,-0.4,2.0,6.300000000000004,r2qk2r/pppnbppp/4p3/3pP3/5P2/4P3/PPPBQ1PP/RN2K2R w KQkq - 1 10,Game0529-5,0.10999999999999999,2,0
Nc3,['b1c3'],w,22.6,62,-0.42,-10.0,0.9000000000000021,r2qk2r/pppnbppp/4p3/3pP3/5P2/2N1P3/PPPBQ1PP/R3K2R b KQkq - 2 10,Game0529-5,0.019999999999999962,0,-7
Bh4+,['e7h4'],b,39.6,63,-0.05,2.0,0.5,r2qk2r/pppn1ppp/4p3/3pP3/5P1b/2N1P3/PPPBQ1PP/R3K2R w KQkq - 3 11,Game0529-5,0.37,2,0
g3,"['g2g3', 'h4e7']",w,24.6,65,-0.13,-9.0,2.0,r2qk2r/pppnbppp/4p3/3pP3/5P2/2N1P1P1/PPPBQ2P/R3K2R w KQkq - 1 12,Game0529-5,0.08,0,-6
Be7,"['g2g3', 'h4e7']",b,40.2,65,-0.13,2.0,0.6000000000000014,r2qk2r/pppnbppp/4p3/3pP3/5P2/2N1P1P1/PPPBQ2P/R3K2R w KQkq - 1 12,Game0529-5,0.0,2,0
O-O-O,['e1c1'],w,27.0,68,-0.69,-3.0,2.3999999999999986,r2qk2r/pppnbppp/4p3/3pP3/5P2/2N1P1P1/PPPBQ2P/2KR3R b kq - 2 12,Game0529-5,0.5599999999999999,1,0
c5,['c7c5'],b,47.5,75,-0.42,0.0,7.299999999999997,r2qk2r/pp1nbppp/4p3/2ppP3/5P2/2N1P1P1/PPPBQ2P/2KR3R w kq - 0 13,Game0529-5,0.26999999999999996,1,-3
Qf3,['e2f3'],w,71.3,119,-0.89,-10.0,44.3,r2qk2r/pp1nbppp/4p3/2ppP3/5P2/2N1PQP1/PPPB3P/2KR3R b kq - 1 13,Game0529-5,0.47000000000000003,1,0
Nb6,['d7b6'],b,58.6,130,-0.25,2.0,11.100000000000001,r2qk2r/pp2bppp/1n2p3/2ppP3/5P2/2N1PQP1/PPPB3P/2KR3R w kq - 2 14,Game0529-5,0.64,1,-2
Ne2,['c3e2'],w,78.9,138,-0.41,-5.0,7.6000000000000085,r2qk2r/pp2bppp/1n2p3/2ppP3/5P2/4PQP1/PPPBN2P/2KR3R b kq - 3 14,Game0529-5,0.15999999999999998,1,0
Nc4,['b6c4'],b,62.6,142,-0.26,2.0,4.0,r2qk2r/pp2bppp/4p3/2ppP3/2n2P2/4PQP1/PPPBN2P/2KR3R w kq - 4 15,Game0529-5,0.14999999999999997,1,-6
e4,['e3e4'],w,102.2,165,-0.39,3.0,23.299999999999997,r2qk2r/pp2bppp/4p3/2ppP3/2n1PP2/5QP1/PPPBN2P/2KR3R b kq - 0 15,Game0529-5,0.13,5,0
Qb6,['d8b6'],b,70.9,174,-0.01,3.0,8.300000000000004,r3k2r/pp2bppp/1q2p3/2ppP3/2n1PP2/5QP1/PPPBN2P/2KR3R w kq - 1 16,Game0529-5,0.38,0,-2
b3,['b2b3'],w,116.0,187,-1.16,-3.0,13.799999999999997,r3k2r/pp2bppp/1q2p3/2ppP3/2n1PP2/1P3QP1/P1PBN2P/2KR3R b kq - 0 16,Game0529-5,1.15,1,0
Nxd2,['c4d2'],b,80.1,197,-0.89,6.0,9.199999999999989,r3k2r/pp2bppp/1q2p3/2ppP3/4PP2/1P3QP1/P1PnN2P/2KR3R w kq - 0 17,Game0529-5,0.2699999999999999,1,-1
Rxd2,['d1d2'],w,117.7,198,-1.02,3.0,1.7000000000000028,r3k2r/pp2bppp/1q2p3/2ppP3/4PP2/1P3QP1/P1PRN2P/2K4R b kq - 0 17,Game0529-5,0.13,2,0
c4,['c5c4'],b,80.6,199,2.09,7.0,0.5,r3k2r/pp2bppp/1q2p3/3pP3/2p1PP2/1P3QP1/P1PRN2P/2K4R w kq - 0 18,Game0529-5,3.11,2,-1
exd5,['e4d5'],w,126.3,207,1.99,1.0,8.599999999999994,r3k2r/pp2bppp/1q2p3/3PP3/2p2P2/1P3QP1/P1PRN2P/2K4R b kq - 0 18,Game0529-5,0.09999999999999987,3,0
cxb3,['c4b3'],b,86.8,214,2.06,9.0,6.200000000000003,r3k2r/pp2bppp/1q2p3/3PP3/5P2/1p3QP1/P1PRN2P/2K4R w kq - 0 19,Game0529-5,0.07000000000000006,2,-1
Qxb3,['f3b3'],w,129.4,217,2.14,0.0,3.1000000000000085,r3k2r/pp2bppp/1q2p3/3PP3/5P2/1Q4P1/P1PRN2P/2K4R b kq - 0 19,Game0529-5,0.08000000000000007,4,0
exd5,['e6d5'],b,115.1,245,2.61,11.0,28.299999999999997,r3k2r/pp2bppp/1q6/3pP3/5P2/1Q4P1/P1PRN2P/2K4R w kq - 0 20,Game0529-5,0.46999999999999975,0,-1
Qxb6,['b3b6'],w,167.1,283,1.53,0.0,37.69999999999999,r3k2r/pp2bppp/1Q6/3pP3/5P2/6P1/P1PRN2P/2K4R b kq - 0 20,Game0529-5,1.0799999999999998,0,-1
axb6,['a7b6'],b,117.8,285,1.81,4.0,2.700000000000003,r3k2r/1p2bppp/1p6/3pP3/5P2/6P1/P1PRN2P/2K4R w kq - 0 21,Game0529-5,0.28,4,0
c3,['c2c3'],w,167.7,286,1.36,0.0,0.5999999999999943,r3k2r/1p2bppp/1p6/3pP3/5P2/2P3P1/P2RN2P/2K4R b kq - 0 21,Game0529-5,0.44999999999999996,0,-5
g5,['g7g5'],b,121.1,289,1.77,2.0,3.299999999999997,r3k2r/1p2bp1p/1p6/3pP1p1/5P2/2P3P1/P2RN2P/2K4R w kq - 0 22,Game0529-5,0.4099999999999999,2,-6
Nd4,['e2d4'],w,171.1,293,0.66,5.0,3.4000000000000057,r3k2r/1p2bp1p/1p6/3pP1p1/3N1P2/2P3P1/P2R3P/2K4R b kq - 1 22,Game0529-5,1.1099999999999999,1,-1
gxf4,['g5f4'],b,127.9,299,0.7,5.0,6.800000000000011,r3k2r/1p2bp1p/1p6/3pP3/3N1p2/2P3P1/P2R3P/2K4R w kq - 0 23,Game0529-5,0.039999999999999925,1,-1
gxf4,['g3f4'],w,173.3,302,0.66,6.0,2.200000000000017,r3k2r/1p2bp1p/1p6/3pP3/3N1P2/2P5/P2R3P/2K4R b kq - 0 23,Game0529-5,0.039999999999999925,6,0
Ba3+,['e7a3'],b,145.0,319,1.09,5.0,17.099999999999994,r3k2r/1p3p1p/1p6/3pP3/3N1P2/b1P5/P2R3P/2K4R w kq - 1 24,Game0529-5,0.43000000000000005,0,-4
Kb1,['c1b1'],w,184.7,330,1.26,2.0,11.399999999999977,r3k2r/1p3p1p/1p6/3pP3/3N1P2/b1P5/P2R3P/1K5R b kq - 2 24,Game0529-5,0.16999999999999993,3,-1
Rc8,['a8c8'],b,147.6,333,2.93,7.0,2.5999999999999943,2r1k2r/1p3p1p/1p6/3pP3/3N1P2/b1P5/P2R3P/1K5R w k - 3 25,Game0529-5,1.6700000000000002,1,-1
Nb5,['d4b5'],w,191.3,339,2.93,-2.0,6.600000000000023,2r1k2r/1p3p1p/1p6/1N1pP3/5P2/b1P5/P2R3P/1K5R b k - 4 25,Game0529-5,0.0,3,0
Bc5,['a3c5'],b,154.6,346,3.25,9.0,7.0,2r1k2r/1p3p1p/1p6/1NbpP3/5P2/2P5/P2R3P/1K5R w k - 5 26,Game0529-5,0.31999999999999984,1,-1
Kc2,['b1c2'],w,212.8,368,2.55,1.0,21.5,2r1k2r/1p3p1p/1p6/1NbpP3/5P2/2P5/P1KR3P/7R b k - 6 26,Game0529-5,0.7000000000000002,0,-5
Be3,['c5e3'],b,158.3,372,5.17,9.0,3.700000000000017,2r1k2r/1p3p1p/1p6/1N1pP3/5P2/2P1b3/P1KR3P/7R w k - 7 27,Game0529-5,2.62,0,-14
Rxd5,['d2d5'],w,221.3,380,3.42,6.0,8.5,2r1k2r/1p3p1p/1p6/1N1RP3/5P2/2P1b3/P1K4P/7R b k - 0 27,Game0529-5,1.75,2,0
Bxf4,['e3f4'],b,167.0,389,5.16,31.0,8.699999999999989,2r1k2r/1p3p1p/1p6/1N1RP3/5b2/2P5/P1K4P/7R w k - 0 28,Game0529-5,1.7400000000000002,32,0
Nd6+,['b5d6'],w,226.1,394,5.31,4.0,4.799999999999983,2r1k2r/1p3p1p/1p1N4/3RP3/5b2/2P5/P1K4P/7R b k - 1 28,Game0529-5,0.14999999999999947,2,0
Kd7,"['e8d7', 'd6c8']",b,170.5,397,6.79,-3.0,3.5,2N4r/1p1k1p1p/1p6/3RP3/5b2/2P5/P1K4P/7R b - - 0 29,Game0529-5,1.4800000000000004,4,0
Nxc8+,"['e8d7', 'd6c8']",w,226.2,397,6.79,3.0,0.09999999999999432,2N4r/1p1k1p1p/1p6/3RP3/5b2/2P5/P1K4P/7R b - - 0 29,Game0529-5,0.0,1,-1
Kxc8,['d7c8'],b,171.7,398,6.4,-3.0,1.1999999999999886,2k4r/1p3p1p/1p6/3RP3/5b2/2P5/P1K4P/7R w - - 0 30,Game0529-5,0.3899999999999997,4,0
Re1,['h1e1'],w,234.7,407,6.12,3.0,8.5,2k4r/1p3p1p/1p6/3RP3/5b2/2P5/P1K4P/4R3 b - - 1 30,Game0529-5,0.28000000000000025,2,0
Kc7,['c8c7'],b,174.3,409,6.79,-5.0,2.6000000000000227,7r/1pk2p1p/1p6/3RP3/5b2/2P5/P1K4P/4R3 w - - 2 31,Game0529-5,0.6699999999999999,0,-6
h3,['h2h3'],w,242.0,417,6.75,0.0,7.300000000000011,7r/1pk2p1p/1p6/3RP3/5b2/2P4P/P1K5/4R3 b - - 0 31,Game0529-5,0.040000000000000036,2,0
Ra8,['h8a8'],b,178.1,421,7.12,8.0,3.799999999999983,r7/1pk2p1p/1p6/3RP3/5b2/2P4P/P1K5/4R3 w - - 1 32,Game0529-5,0.3700000000000001,0,-8
Kb2,['c2b2'],w,246.0,425,6.34,-1.0,4.0,r7/1pk2p1p/1p6/3RP3/5b2/2P4P/PK6/4R3 b - - 2 32,Game0529-5,0.7800000000000002,0,-4
Kc6,['c7c6'],b,182.2,429,7.03,16.0,4.099999999999994,r7/1p3p1p/1pk5/3RP3/5b2/2P4P/PK6/4R3 w - - 3 33,Game0529-5,0.6900000000000004,0,-4
Rd4,['d5d4'],w,247.9,431,6.67,2.0,1.9000000000000057,r7/1p3p1p/1pk5/4P3/3R1b2/2P4P/PK6/4R3 b - - 4 33,Game0529-5,0.3600000000000003,0,-5
Bg3,['f4g3'],b,188.8,437,7.1,16.0,6.600000000000023,r7/1p3p1p/1pk5/4P3/3R4/2P3bP/PK6/4R3 w - - 5 34,Game0529-5,0.4299999999999997,3,0
Re2,['e1e2'],w,265.0,454,4.45,11.0,17.099999999999994,r7/1p3p1p/1pk5/4P3/3R4/2P3bP/PK2R3/8 b - - 6 34,Game0529-5,2.6499999999999995,0,-3
Re8,['a8e8'],b,202.5,468,4.91,13.0,13.699999999999989,4r3/1p3p1p/1pk5/4P3/3R4/2P3bP/PK2R3/8 w - - 7 35,Game0529-5,0.45999999999999996,2,-1
Rd6+,['d4d6'],w,274.1,477,4.62,3.0,9.100000000000023,4r3/1p3p1p/1pkR4/4P3/8/2P3bP/PK2R3/8 b - - 8 35,Game0529-5,0.29000000000000004,0,-2
Kc5,['c6c5'],b,208.8,483,4.59,11.0,6.300000000000011,4r3/1p3p1p/1p1R4/2k1P3/8/2P3bP/PK2R3/8 w - - 9 36,Game0529-5,0.03000000000000025,3,-1
Rd7,['d6d7'],w,288.0,497,4.58,2.0,13.899999999999977,4r3/1p1R1p1p/1p6/2k1P3/8/2P3bP/PK2R3/8 b - - 10 36,Game0529-5,0.009999999999999787,0,-1
Bxe5,['g3e5'],b,244.3,533,4.43,11.0,35.5,4r3/1p1R1p1p/1p6/2k1b3/8/2P4P/PK2R3/8 w - - 0 37,Game0529-5,0.15000000000000036,2,-1
Kb3,['b2b3'],w,312.1,557,4.37,-1.0,24.100000000000023,4r3/1p1R1p1p/1p6/2k1b3/8/1KP4P/P3R3/8 b - - 1 37,Game0529-5,0.05999999999999961,0,-2
f5,['f7f5'],b,260.1,573,6.96,10.0,15.800000000000011,4r3/1p1R3p/1p6/2k1bp2/8/1KP4P/P3R3/8 w - - 0 38,Game0529-5,2.59,4,0
Rxh7,['d7h7'],w,319.0,580,6.35,12.0,6.899999999999977,4r3/1p5R/1p6/2k1bp2/8/1KP4P/P3R3/8 b - - 0 38,Game0529-5,0.6100000000000003,0,-1
f4,['f5f4'],b,261.6,581,6.75,6.0,1.5,4r3/1p5R/1p6/2k1b3/5p2/1KP4P/P3R3/8 w - - 0 39,Game0529-5,0.40000000000000036,0,-3
Rh5,['h7h5'],w,320.3,582,6.93,13.0,1.3000000000000114,4r3/1p6/1p6/2k1b2R/5p2/1KP4P/P3R3/8 b - - 1 39,Game0529-5,0.17999999999999972,1,0
Kd5,['c5d5'],b,264.7,585,6.59,9.0,3.099999999999966,4r3/1p6/1p6/3kb2R/5p2/1KP4P/P3R3/8 w - - 2 40,Game0529-5,0.33999999999999986,2,-7
c4+,['c3c4'],w,328.9,594,6.6,12.0,8.599999999999966,4r3/1p6/1p6/3kb2R/2P2p2/1K5P/P3R3/8 b - - 0 40,Game0529-5,0.009999999999999787,1,-2
Kd4,['d5d4'],b,268.5,598,6.41,14.0,3.8000000000000114,4r3/1p6/1p6/4b2R/2Pk1p2/1K5P/P3R3/8 w - - 1 41,Game0529-5,0.1899999999999995,3,0
Rd2+,['e2d2'],w,354.0,623,0.27,17.0,25.100000000000023,4r3/1p6/1p6/4b2R/2Pk1p2/1K5P/P2R4/8 b - - 2 41,Game0529-5,6.140000000000001,5,0
Ke3,['d4e3'],b,273.0,627,0.62,12.0,4.5,4r3/1p6/1p6/4b2R/2P2p2/1K2k2P/P2R4/8 w - - 3 42,Game0529-5,0.35,2,0
Kc2,['b3c2'],w,365.9,639,0.0,4.0,11.899999999999977,4r3/1p6/1p6/4b2R/2P2p2/4k2P/P1KR4/8 b - - 4 42,Game0529-5,0.62,4,0
f3,['f4f3'],b,292.3,659,1.16,10.0,19.30000000000001,4r3/1p6/1p6/4b2R/2P5/4kp1P/P1KR4/8 w - - 0 43,Game0529-5,1.16,0,-4
Rf5,['h5f5'],w,393.9,687,0.26,4.0,28.0,4r3/1p6/1p6/4bR2/2P5/4kp1P/P1KR4/8 b - - 1 43,Game0529-5,0.8999999999999999,0,-4
Bf4,['e5f4'],b,305.5,700,0.17,15.0,13.199999999999989,4r3/1p6/1p6/5R2/2P2b2/4kp1P/P1KR4/8 w - - 2 44,Game0529-5,0.09,0,-6
Rd3+,['d2d3'],w,401.5,707,-1.67,12.0,7.600000000000023,4r3/1p6/1p6/5R2/2P2b2/3Rkp1P/P1K5/8 b - - 3 44,Game0529-5,1.8399999999999999,1,-2
Ke4,['e3e4'],b,307.1,709,-1.34,23.0,1.6000000000000227,4r3/1p6/1p6/5R2/2P1kb2/3R1p1P/P1K5/8 w - - 4 45,Game0529-5,0.32999999999999985,3,0
Rf7,['f5f7'],w,448.7,756,-0.74,31.0,47.19999999999999,4r3/1p3R2/1p6/8/2P1kb2/3R1p1P/P1K5/8 b - - 5 45,Game0529-5,0.6000000000000001,6,0
f2,['f3f2'],b,328.5,778,-0.39,19.0,21.399999999999977,4r3/1p3R2/1p6/8/2P1kb2/3R3P/P1K2p2/8 w - - 0 46,Game0529-5,0.35,8,0
Rd1,['d3d1'],w,452.9,782,-0.81,19.0,4.199999999999989,4r3/1p3R2/1p6/8/2P1kb2/7P/P1K2p2/3R4 b - - 1 46,Game0529-5,0.42000000000000004,5,0
Rd8,['e8d8'],b,338.7,792,9.81,9.0,10.199999999999989,3r4/1p3R2/1p6/8/2P1kb2/7P/P1K2p2/3R4 w - - 2 47,Game0529-5,10.620000000000001,0,-2
Rf1,['d1f1'],w,463.9,803,-0.35,12.0,11.0,3r4/1p3R2/1p6/8/2P1kb2/7P/P1K2p2/5R2 b - - 3 47,Game0529-5,10.16,3,0
Rd2+,['d8d2'],b,348.6,813,-0.67,13.0,9.900000000000034,8/1p3R2/1p6/8/2P1kb2/7P/P1Kr1p2/5R2 w - - 4 48,Game0529-5,0.32000000000000006,3,0
Kb3,['c2b3'],w,465.4,814,-0.08,10.0,1.5,8/1p3R2/1p6/8/2P1kb2/1K5P/P2r1p2/5R2 b - - 5 48,Game0529-5,0.5900000000000001,1,-1
Kf3,['e4f3'],b,359.2,825,-0.25,12.0,10.599999999999966,8/1p3R2/1p6/8/2P2b2/1K3k1P/P2r1p2/5R2 w - - 6 49,Game0529-5,0.16999999999999998,0,-12
h4,['h3h4'],w,511.6,871,-0.02,35.0,46.200000000000045,8/1p3R2/1p6/8/2P2b1P/1K3k2/P2r1p2/5R2 b - - 0 49,Game0529-5,0.23,8,0
Kg2,['f3g2'],b,365.0,877,-0.32,23.0,5.800000000000011,8/1p3R2/1p6/8/2P2b1P/1K6/P2r1pk1/5R2 w - - 1 50,Game0529-5,0.3,7,0
Rxf2+,['f1f2'],w,527.5,893,-0.16,19.0,15.899999999999977,8/1p3R2/1p6/8/2P2b1P/1K6/P2r1Rk1/8 b - - 0 50,Game0529-5,0.16,1,0
Rxf2,['d2f2'],b,368.8,897,0.0,11.0,3.8000000000000114,8/1p3R2/1p6/8/2P2b1P/1K6/P4rk1/8 w - - 0 51,Game0529-5,0.16,0,-6
Rxb7,['f7b7'],w,529.8,899,-0.69,18.0,2.2999999999999545,8/1R6/1p6/8/2P2b1P/1K6/P4rk1/8 b - - 0 51,Game0529-5,0.69,0,-1
