Move,TimeUsed,TotalTime,Eval
251,6.18,"(52.0, 179.3)",[]
252,6.18,"(52.0, 179.3)",[]
253,4.96,"(73.0, 179.3)",['f2g3']
254,4.96,"(73.0, 179.3)",[]
255,4.96,"(73.0, 179.3)",[]
256,4.96,"(73.0, 179.3)",[]
257,4.96,"(73.0, 179.3)",[]
258,4.96,"(73.0, 179.3)",[]
259,4.96,"(73.0, 179.3)",[]
260,4.96,"(73.0, 179.3)",[]
261,4.96,"(73.0, 179.3)",[]
262,4.96,"(73.0, 179.3)",[]
263,4.96,"(73.0, 179.3)",[]
264,4.96,"(73.0, 179.3)",[]
265,4.96,"(73.0, 179.3)",[]
266,4.96,"(73.0, 179.3)",[]
267,4.96,"(73.0, 179.3)",[]
268,4.96,"(73.0, 179.3)",[]
269,4.96,"(73.0, 179.3)",[]
270,4.96,"(73.0, 179.3)",[]
271,4.96,"(73.0, 179.3)",[]
272,6.26,"(73.0, 198.3)",['f6e6']
273,6.26,"(73.0, 198.3)",[]
274,6.26,"(73.0, 198.3)",[]
275,6.26,"(73.0, 198.3)",[]
276,6.26,"(73.0, 198.3)",[]
277,6.26,"(73.0, 198.3)",[]
278,6.26,"(73.0, 198.3)",[]
279,6.26,"(73.0, 198.3)",[]
280,6.26,"(73.0, 198.3)",[]
281,6.26,"(73.0, 198.3)",[]
282,6.26,"(73.0, 198.3)",[]
283,6.26,"(73.0, 198.3)",[]
284,6.26,"(73.0, 198.3)",[]
285,6.26,"(73.0, 198.3)",[]
286,6.26,"(73.0, 198.3)",[]
287,6.26,"(73.0, 198.3)",[]
288,6.26,"(73.0, 198.3)",[]
289,6.26,"(73.0, 198.3)",[]
290,6.26,"(73.0, 198.3)",[]
291,6.26,"(73.0, 198.3)",[]
292,6.6,"(93.5, 198.3)",['b1c3']
293,6.6,"(93.5, 198.3)",[]
294,6.6,"(93.5, 198.3)",[]
295,6.6,"(93.5, 198.3)",[]
296,6.6,"(93.5, 198.3)",[]
297,6.6,"(93.5, 198.3)",[]
298,6.6,"(93.5, 198.3)",[]
299,6.6,"(93.5, 198.3)",[]
300,6.6,"(93.5, 198.3)",[]
301,6.6,"(93.5, 198.3)",[]
302,6.6,"(93.5, 198.3)",[]
303,6.6,"(93.5, 198.3)",[]
304,6.6,"(93.5, 198.3)",[]
305,6.6,"(93.5, 198.3)",[]
306,6.6,"(93.5, 198.3)",[]
307,6.6,"(93.5, 198.3)",[]
308,6.6,"(93.5, 198.3)",[]
309,6.6,"(93.5, 198.3)",[]
310,6.6,"(93.5, 198.3)",[]
311,6.6,"(93.5, 198.3)",[]
312,6.6,"(93.5, 198.3)",[]
313,6.6,"(93.5, 198.3)",[]
314,10.02,"(93.5, 219.7)",['d7d5']
315,10.02,"(93.5, 219.7)",[]
316,10.02,"(93.5, 219.7)",[]
317,10.02,"(93.5, 219.7)",[]
318,10.02,"(93.5, 219.7)",[]
319,6.45,"(98.5, 219.7)",['h1e1']
320,6.45,"(98.5, 219.7)",[]
321,6.45,"(98.5, 219.7)",[]
322,6.45,"(98.5, 219.7)",[]
323,6.45,"(98.5, 219.7)",[]
324,6.45,"(98.5, 219.7)",[]
325,6.45,"(98.5, 219.7)",[]
326,6.45,"(98.5, 219.7)",[]
327,6.45,"(98.5, 219.7)",[]
328,6.45,"(98.5, 219.7)",[]
329,6.45,"(98.5, 219.7)",[]
330,6.45,"(98.5, 219.7)",[]
331,6.45,"(98.5, 219.7)",[]
332,6.45,"(98.5, 219.7)",[]
333,6.45,"(98.5, 219.7)",[]
334,6.45,"(98.5, 219.7)",[]
335,6.45,"(98.5, 219.7)",[]
336,6.45,"(98.5, 219.7)",[]
337,10.97,"(98.5, 238.3)",['e6d6']
338,10.97,"(98.5, 238.3)",[]
339,10.97,"(98.5, 238.3)",[]
340,10.97,"(98.5, 238.3)",[]
341,10.97,"(98.5, 238.3)",[]
342,10.97,"(98.5, 238.3)",[]
343,10.97,"(98.5, 238.3)",[]
344,10.97,"(98.5, 238.3)",[]
345,10.97,"(98.5, 238.3)",[]
346,10.97,"(98.5, 238.3)",[]
347,10.97,"(98.5, 238.3)",[]
348,10.97,"(98.5, 238.3)",[]
349,10.97,"(98.5, 238.3)",[]
350,10.97,"(98.5, 238.3)",[]
351,10.97,"(98.5, 238.3)",[]
352,10.97,"(98.5, 238.3)",[]
353,11.08,"(114.6, 238.3)",['g5f4']
354,11.08,"(114.6, 238.3)",[]
355,11.08,"(114.6, 238.3)",[]
356,11.08,"(114.6, 238.3)",[]
357,11.08,"(114.6, 238.3)",[]
358,11.08,"(114.6, 238.3)",[]
359,11.08,"(114.6, 238.3)",[]
360,11.08,"(114.6, 238.3)",[]
361,11.08,"(114.6, 238.3)",[]
362,11.08,"(114.6, 238.3)",[]
363,11.08,"(114.6, 238.3)",[]
364,11.08,"(114.6, 238.3)",[]
365,11.08,"(114.6, 238.3)",[]
366,11.08,"(114.6, 238.3)",[]
367,11.08,"(114.6, 238.3)",[]
368,11.08,"(114.6, 238.3)",[]
369,11.08,"(114.6, 238.3)",[]
370,11.08,"(114.6, 238.3)",[]
371,11.08,"(114.6, 238.3)",[]
372,11.08,"(114.6, 238.3)",[]
373,11.04,"(114.6, 257.5)",['d6g6']
374,11.04,"(114.6, 257.5)",[]
375,11.04,"(114.6, 257.5)",[]
376,11.04,"(114.6, 257.5)",[]
377,11.04,"(114.6, 257.5)",[]
378,11.04,"(114.6, 257.5)",[]
379,11.04,"(114.6, 257.5)",[]
380,11.04,"(114.6, 257.5)",[]
381,9.1,"(122.7, 257.5)",['e4d5']
382,9.1,"(122.7, 257.5)",[]
383,9.1,"(122.7, 257.5)",[]
384,9.1,"(122.7, 257.5)",[]
385,9.1,"(122.7, 257.5)",[]
386,9.1,"(122.7, 257.5)",[]
387,9.1,"(122.7, 257.5)",[]
388,9.1,"(122.7, 257.5)",[]
389,9.1,"(122.7, 257.5)",[]
390,9.1,"(122.7, 257.5)",[]
391,9.1,"(122.7, 257.5)",[]
392,9.1,"(122.7, 257.5)",[]
393,9.1,"(122.7, 257.5)",[]
394,9.1,"(122.7, 257.5)",[]
395,9.1,"(122.7, 257.5)",[]
396,9.1,"(122.7, 257.5)",[]
397,9.1,"(122.7, 257.5)",[]
398,9.1,"(122.7, 257.5)",[]
399,9.1,"(122.7, 257.5)",[]
400,9.1,"(122.7, 257.5)",[]
401,11.04,"(122.7, 277.8)",['e8f8']
402,11.04,"(122.7, 277.8)",[]
403,11.04,"(122.7, 277.8)",[]
404,11.04,"(122.7, 277.8)",[]
405,11.04,"(122.7, 277.8)",[]
406,11.04,"(122.7, 277.8)",[]
407,11.04,"(122.7, 277.8)",[]
408,11.04,"(122.7, 277.8)",[]
409,11.04,"(122.7, 277.8)",[]
410,11.04,"(122.7, 277.8)",[]
411,11.04,"(122.7, 277.8)",[]
412,11.04,"(122.7, 277.8)",[]
413,11.04,"(122.7, 277.8)",[]
414,11.04,"(122.7, 277.8)",[]
415,11.04,"(122.7, 277.8)",[]
416,11.04,"(122.7, 277.8)",[]
417,11.04,"(122.7, 277.8)",[]
418,11.04,"(122.7, 277.8)",[]
419,11.04,"(122.7, 277.8)",[]
420,11.04,"(122.7, 277.8)",[]
421,11.04,"(122.7, 277.8)",[]
422,11.04,"(122.7, 277.8)",[]
423,11.04,"(122.7, 277.8)",[]
424,11.04,"(122.7, 277.8)",[]
425,11.04,"(122.7, 277.8)",[]
426,11.04,"(122.7, 277.8)",[]
427,11.04,"(122.7, 277.8)",[]
428,11.04,"(122.7, 277.8)",[]
429,11.04,"(122.7, 277.8)",[]
430,11.04,"(122.7, 277.8)",[]
431,11.04,"(122.7, 277.8)",[]
432,11.04,"(122.7, 277.8)",[]
433,11.04,"(122.7, 277.8)",[]
434,11.04,"(122.7, 277.8)",[]
435,11.04,"(122.7, 277.8)",[]
436,11.04,"(122.7, 277.8)",[]
437,11.04,"(122.7, 277.8)",[]
438,11.04,"(122.7, 277.8)",[]
439,11.04,"(122.7, 277.8)",[]
440,11.04,"(122.7, 277.8)",[]
441,11.04,"(122.7, 277.8)",[]
442,11.04,"(122.7, 277.8)",[]
443,11.04,"(122.7, 277.8)",[]
444,11.04,"(122.7, 277.8)",[]
445,11.04,"(122.7, 277.8)",[]
446,11.04,"(122.7, 277.8)",[]
447,11.04,"(122.7, 277.8)",[]
448,11.04,"(122.7, 277.8)",[]
449,11.04,"(122.7, 277.8)",[]
450,11.04,"(122.7, 277.8)",[]
451,11.04,"(122.7, 277.8)",[]
452,11.04,"(122.7, 277.8)",[]
453,11.04,"(122.7, 277.8)",[]
454,4.34,"(175.4, 277.8)",['d5c6']
455,4.34,"(175.4, 277.8)",[]
456,4.34,"(175.4, 277.8)",[]
457,4.34,"(175.4, 277.8)",[]
458,4.34,"(175.4, 277.8)",[]
459,4.34,"(175.4, 277.8)",[]
460,4.34,"(175.4, 277.8)",[]
461,4.34,"(175.4, 277.8)",[]
462,4.34,"(175.4, 277.8)",[]
463,4.34,"(175.4, 277.8)",[]
464,4.34,"(175.4, 277.8)",[]
465,4.34,"(175.4, 277.8)",[]
466,4.34,"(175.4, 277.8)",[]
467,4.34,"(175.4, 277.8)",[]
468,4.34,"(175.4, 277.8)",[]
469,5.58,"(175.4, 292.8)",['g4e3']
470,5.58,"(175.4, 292.8)",[]
471,5.58,"(175.4, 292.8)",[]
472,5.58,"(175.4, 292.8)",[]
473,5.58,"(175.4, 292.8)",[]
474,5.58,"(175.4, 292.8)",[]
475,5.58,"(175.4, 292.8)",[]
476,5.58,"(175.4, 292.8)",[]
477,5.58,"(175.4, 292.8)",[]
478,5.58,"(175.4, 292.8)",[]
479,5.58,"(175.4, 292.8)",[]
480,5.58,"(175.4, 292.8)",[]
481,5.58,"(175.4, 292.8)",[]
482,5.58,"(175.4, 292.8)",[]
483,5.58,"(175.4, 292.8)",[]
484,5.58,"(175.4, 292.8)",[]
485,5.58,"(175.4, 292.8)",[]
486,5.58,"(175.4, 292.8)",[]
487,5.58,"(175.4, 292.8)",[]
488,5.58,"(175.4, 292.8)",[]
489,5.58,"(175.4, 292.8)",[]
490,5.58,"(175.4, 292.8)",[]
491,5.58,"(175.4, 292.8)",[]
492,5.58,"(175.4, 292.8)",[]
493,5.58,"(199.4, 292.8)",['g3f2']
494,5.31,"(199.5, 294.5)","['e3d1', 'a1d1']"
495,5.31,"(199.5, 294.5)",[]
496,5.31,"(199.5, 294.5)",[]
497,5.31,"(199.5, 294.5)",[]
498,5.31,"(199.5, 294.5)",[]
499,5.31,"(199.5, 294.5)",[]
500,5.31,"(199.5, 294.5)",[]
501,5.31,"(199.5, 294.5)",[]
502,5.31,"(199.5, 294.5)",[]
503,5.31,"(199.5, 294.5)",[]
504,5.31,"(199.5, 294.5)",[]
505,5.31,"(199.5, 294.5)",[]
506,5.31,"(199.5, 294.5)",[]
507,5.31,"(199.5, 294.5)",[]
508,5.31,"(199.5, 294.5)",[]
509,5.31,"(199.5, 294.5)",[]
510,5.31,"(199.5, 294.5)",[]
511,5.31,"(199.5, 294.5)",[]
512,5.31,"(199.5, 294.5)",[]
513,5.31,"(199.5, 294.5)",[]
514,5.31,"(199.5, 294.5)",[]
515,5.31,"(199.5, 294.5)",[]
516,5.31,"(199.5, 294.5)",[]
517,5.31,"(199.5, 294.5)",[]
518,5.31,"(199.5, 294.5)",[]
519,5.31,"(199.5, 294.5)",[]
520,5.31,"(199.5, 294.5)",[]
521,5.31,"(199.5, 294.5)",[]
522,5.31,"(199.5, 294.5)",[]
523,5.31,"(199.5, 294.5)",[]
524,5.31,"(199.5, 294.5)",[]
525,5.31,"(199.5, 294.5)",[]
526,5.31,"(199.5, 294.5)",[]
527,5.31,"(199.5, 294.5)",[]
528,5.31,"(199.5, 294.5)",[]
529,5.31,"(199.5, 294.5)",[]
530,5.31,"(199.5, 294.5)",[]
531,5.31,"(199.5, 294.5)",[]
532,5.31,"(199.5, 294.5)",[]
533,5.31,"(199.5, 294.5)",[]
534,5.31,"(199.5, 294.5)",[]
535,5.31,"(199.5, 294.5)",[]
536,5.31,"(199.5, 294.5)",[]
537,5.31,"(199.5, 294.5)",[]
538,5.31,"(199.5, 294.5)",[]
539,5.31,"(199.5, 294.5)",[]
540,5.31,"(199.5, 294.5)",[]
541,5.31,"(199.5, 294.5)",[]
542,5.31,"(199.5, 294.5)",[]
543,5.31,"(199.5, 294.5)",[]
544,5.31,"(199.5, 294.5)",[]
545,5.31,"(199.5, 294.5)",[]
546,5.31,"(199.5, 294.5)",[]
547,5.31,"(199.5, 294.5)",[]
548,5.31,"(199.5, 294.5)",[]
549,5.31,"(199.5, 294.5)",[]
550,5.31,"(199.5, 294.5)",[]
551,5.31,"(199.5, 294.5)",[]
552,5.31,"(199.5, 294.5)",[]
553,5.31,"(199.5, 294.5)",[]
554,5.31,"(199.5, 294.5)",[]
555,5.31,"(199.5, 294.5)",[]
556,5.31,"(199.5, 294.5)",[]
557,5.31,"(199.5, 294.5)",[]
558,5.31,"(199.5, 294.5)",[]
559,5.31,"(199.5, 294.5)",[]
560,5.31,"(199.5, 294.5)",[]
561,5.31,"(199.5, 294.5)",[]
562,5.31,"(199.5, 294.5)",[]
563,5.99,"(199.5, 363.0)",['c8e6']
564,5.99,"(199.5, 363.0)",[]
565,5.99,"(199.5, 363.0)",[]
566,5.99,"(199.5, 363.0)",[]
567,5.99,"(199.5, 363.0)",[]
568,5.99,"(199.5, 363.0)",[]
569,5.99,"(199.5, 363.0)",[]
570,5.99,"(199.5, 363.0)",[]
571,5.99,"(199.5, 363.0)",[]
572,5.99,"(199.5, 363.0)",[]
573,5.99,"(199.5, 363.0)",[]
574,5.99,"(199.5, 363.0)",[]
575,5.99,"(199.5, 363.0)",[]
576,5.99,"(199.5, 363.0)",[]
577,5.99,"(199.5, 363.0)",[]
578,5.99,"(199.5, 363.0)",[]
579,5.99,"(199.5, 363.0)",[]
580,5.99,"(199.5, 363.0)",[]
581,5.99,"(199.5, 363.0)",[]
582,5.99,"(199.5, 363.0)",[]
583,5.99,"(199.5, 363.0)",[]
584,5.99,"(199.5, 363.0)",[]
585,5.99,"(199.5, 363.0)",[]
586,5.99,"(199.5, 363.0)",[]
587,5.99,"(199.5, 363.0)",[]
588,5.99,"(199.5, 363.0)",[]
589,5.99,"(199.5, 363.0)",[]
590,5.99,"(199.5, 363.0)",[]
591,5.99,"(199.5, 363.0)",[]
592,5.99,"(199.5, 363.0)",[]
593,5.99,"(199.5, 363.0)",[]
594,5.99,"(199.5, 363.0)",[]
595,6.1,"(231.3, 363.0)",['c6c7']
596,6.1,"(231.3, 363.0)",[]
597,6.1,"(231.3, 363.0)",[]
598,6.1,"(231.3, 363.0)",[]
599,6.1,"(231.3, 363.0)",[]
600,6.1,"(231.3, 363.0)",[]
601,6.1,"(231.3, 363.0)",[]
602,6.1,"(231.3, 363.0)",[]
603,6.1,"(231.3, 363.0)",[]
604,6.1,"(231.3, 363.0)",[]
605,6.1,"(231.3, 363.0)",[]
606,6.1,"(231.3, 363.0)",[]
607,6.1,"(231.3, 363.0)",[]
608,6.1,"(231.3, 363.0)",[]
609,6.1,"(231.3, 363.0)",[]
610,6.1,"(231.3, 363.0)",[]
611,6.1,"(231.3, 363.0)",[]
612,6.1,"(231.3, 363.0)",[]
613,6.1,"(231.3, 363.0)",[]
614,6.1,"(231.3, 363.0)",[]
615,6.1,"(231.3, 363.0)",[]
616,6.1,"(231.3, 363.0)",[]
617,6.1,"(231.3, 363.0)",[]
618,6.1,"(231.3, 363.0)",[]
619,6.1,"(231.3, 363.0)",[]
620,6.1,"(231.3, 363.0)",[]
621,6.1,"(231.3, 363.0)",[]
622,6.1,"(231.3, 363.0)",[]
623,6.1,"(231.3, 363.0)",[]
624,6.1,"(231.3, 363.0)",[]
625,6.1,"(231.3, 363.0)",[]
626,6.1,"(231.3, 363.0)",[]
627,6.1,"(231.3, 363.0)",[]
628,6.1,"(231.3, 363.0)",[]
629,6.1,"(231.3, 363.0)",[]
630,6.1,"(231.3, 363.0)",[]
631,10.9,"(231.3, 399.3)",['g6f6']
632,10.9,"(231.3, 399.3)",[]
633,10.9,"(231.3, 399.3)",[]
634,10.9,"(231.3, 399.3)",[]
635,10.9,"(231.3, 399.3)",[]
636,10.9,"(231.3, 399.3)",[]
637,10.9,"(231.3, 399.3)",[]
638,10.9,"(231.3, 399.3)",[]
639,10.9,"(231.3, 399.3)",[]
640,10.9,"(231.3, 399.3)",[]
641,10.9,"(231.3, 399.3)",[]
642,10.9,"(231.3, 399.3)",[]
643,10.9,"(231.3, 399.3)",[]
644,10.9,"(231.3, 399.3)",[]
645,10.9,"(231.3, 399.3)",[]
646,10.9,"(231.3, 399.3)",[]
647,10.9,"(231.3, 399.3)",[]
648,10.9,"(231.3, 399.3)",[]
649,10.9,"(231.3, 399.3)",[]
650,10.9,"(231.3, 399.3)",[]
651,10.9,"(231.3, 399.3)",[]
652,10.9,"(231.3, 399.3)",[]
653,10.9,"(231.3, 399.3)",[]
654,10.9,"(231.3, 399.3)",[]
