Time,Eval,TimeUsed,Moves,Board
55,0.49,"(21.7, 27.0)",[],rn2k1nr/pp3ppp/2p1p3/q2pP3/1bPP4/3Q4/PP1B1PPP/RN2K1NR w KQkq - 3 8
56,0.49,"(21.7, 27.0)",[],rn2k1nr/pp3ppp/2p1p3/q2pP3/1bPP4/3Q4/PP1B1PPP/RN2K1NR w KQkq - 3 8
57,0.49,"(21.7, 27.0)",[],rn2k1nr/pp3ppp/2p1p3/q2pP3/1bPP4/3Q4/PP1B1PPP/RN2K1NR w KQkq - 3 8
58,0.21,"(30.3, 27.0)",['b1c3'],rn2k1nr/pp3ppp/2p1p3/q2pP3/1bPP4/2NQ4/PP1B1PPP/R3K1NR b KQkq - 4 8
59,0.21,"(30.3, 27.0)",[],rn2k1nr/pp3ppp/2p1p3/q2pP3/1bPP4/2NQ4/PP1B1PPP/R3K1NR b KQkq - 4 8
60,0.21,"(30.3, 27.0)",[],rn2k1nr/pp3ppp/2p1p3/q2pP3/1bPP4/2NQ4/PP1B1PPP/R3K1NR b KQkq - 4 8
61,0.21,"(30.3, 27.0)",[],rn2k1nr/pp3ppp/2p1p3/q2pP3/1bPP4/2NQ4/PP1B1PPP/R3K1NR b KQkq - 4 8
62,0.21,"(30.3, 27.0)",[],rn2k1nr/pp3ppp/2p1p3/q2pP3/1bPP4/2NQ4/PP1B1PPP/R3K1NR b KQkq - 4 8
63,0.21,"(30.3, 27.0)",[],rn2k1nr/pp3ppp/2p1p3/q2pP3/1bPP4/2NQ4/PP1B1PPP/R3K1NR b KQkq - 4 8
64,0.21,"(30.3, 27.0)",[],rn2k1nr/pp3ppp/2p1p3/q2pP3/1bPP4/2NQ4/PP1B1PPP/R3K1NR b KQkq - 4 8
65,0.21,"(30.3, 27.0)",[],rn2k1nr/pp3ppp/2p1p3/q2pP3/1bPP4/2NQ4/PP1B1PPP/R3K1NR b KQkq - 4 8
66,0.21,"(30.3, 27.0)",[],rn2k1nr/pp3ppp/2p1p3/q2pP3/1bPP4/2NQ4/PP1B1PPP/R3K1NR b KQkq - 4 8
67,0.21,"(30.3, 27.0)",[],rn2k1nr/pp3ppp/2p1p3/q2pP3/1bPP4/2NQ4/PP1B1PPP/R3K1NR b KQkq - 4 8
68,0.28,"(30.3, 37.5)",['g8e7'],rn2k2r/pp2nppp/2p1p3/q2pP3/1bPP4/2NQ4/PP1B1PPP/R3K1NR w KQkq - 5 9
69,0.28,"(30.3, 37.5)",[],rn2k2r/pp2nppp/2p1p3/q2pP3/1bPP4/2NQ4/PP1B1PPP/R3K1NR w KQkq - 5 9
70,-0.23,"(32.2, 37.5)",['a2a3'],rn2k2r/pp2nppp/2p1p3/q2pP3/1bPP4/P1NQ4/1P1B1PPP/R3K1NR b KQkq - 0 9
71,-0.23,"(32.2, 37.5)",[],rn2k2r/pp2nppp/2p1p3/q2pP3/1bPP4/P1NQ4/1P1B1PPP/R3K1NR b KQkq - 0 9
72,-0.23,"(32.2, 37.5)",[],rn2k2r/pp2nppp/2p1p3/q2pP3/1bPP4/P1NQ4/1P1B1PPP/R3K1NR b KQkq - 0 9
73,-0.23,"(32.2, 37.5)",[],rn2k2r/pp2nppp/2p1p3/q2pP3/1bPP4/P1NQ4/1P1B1PPP/R3K1NR b KQkq - 0 9
74,-0.23,"(32.2, 37.5)",[],rn2k2r/pp2nppp/2p1p3/q2pP3/1bPP4/P1NQ4/1P1B1PPP/R3K1NR b KQkq - 0 9
75,-0.23,"(32.2, 37.5)",[],rn2k2r/pp2nppp/2p1p3/q2pP3/1bPP4/P1NQ4/1P1B1PPP/R3K1NR b KQkq - 0 9
76,-0.23,"(32.2, 37.5)",[],rn2k2r/pp2nppp/2p1p3/q2pP3/1bPP4/P1NQ4/1P1B1PPP/R3K1NR b KQkq - 0 9
77,-0.23,"(32.2, 37.5)",[],rn2k2r/pp2nppp/2p1p3/q2pP3/1bPP4/P1NQ4/1P1B1PPP/R3K1NR b KQkq - 0 9
78,-0.23,"(32.2, 37.5)",[],rn2k2r/pp2nppp/2p1p3/q2pP3/1bPP4/P1NQ4/1P1B1PPP/R3K1NR b KQkq - 0 9
79,-0.23,"(32.2, 37.5)",[],rn2k2r/pp2nppp/2p1p3/q2pP3/1bPP4/P1NQ4/1P1B1PPP/R3K1NR b KQkq - 0 9
80,-0.23,"(32.2, 37.5)",[],rn2k2r/pp2nppp/2p1p3/q2pP3/1bPP4/P1NQ4/1P1B1PPP/R3K1NR b KQkq - 0 9
81,-0.23,"(32.2, 37.5)",[],rn2k2r/pp2nppp/2p1p3/q2pP3/1bPP4/P1NQ4/1P1B1PPP/R3K1NR b KQkq - 0 9
82,-0.33,"(32.2, 49.5)",['b4c3'],rn2k2r/pp2nppp/2p1p3/q2pP3/2PP4/P1bQ4/1P1B1PPP/R3K1NR w KQkq - 0 10
83,-0.33,"(32.2, 49.5)",[],rn2k2r/pp2nppp/2p1p3/q2pP3/2PP4/P1bQ4/1P1B1PPP/R3K1NR w KQkq - 0 10
84,-0.22,"(34.3, 49.5)",['d2c3'],rn2k2r/pp2nppp/2p1p3/q2pP3/2PP4/P1BQ4/1P3PPP/R3K1NR b KQkq - 0 10
85,-0.22,"(34.3, 49.5)",[],rn2k2r/pp2nppp/2p1p3/q2pP3/2PP4/P1BQ4/1P3PPP/R3K1NR b KQkq - 0 10
86,-0.22,"(34.3, 49.5)",[],rn2k2r/pp2nppp/2p1p3/q2pP3/2PP4/P1BQ4/1P3PPP/R3K1NR b KQkq - 0 10
87,-0.22,"(34.3, 49.5)",[],rn2k2r/pp2nppp/2p1p3/q2pP3/2PP4/P1BQ4/1P3PPP/R3K1NR b KQkq - 0 10
88,-0.22,"(34.3, 49.5)",[],rn2k2r/pp2nppp/2p1p3/q2pP3/2PP4/P1BQ4/1P3PPP/R3K1NR b KQkq - 0 10
89,0.62,"(34.3, 54.7)",['a5c7'],rn2k2r/ppq1nppp/2p1p3/3pP3/2PP4/P1BQ4/1P3PPP/R3K1NR w KQkq - 1 11
90,0.62,"(34.3, 54.7)",[],rn2k2r/ppq1nppp/2p1p3/3pP3/2PP4/P1BQ4/1P3PPP/R3K1NR w KQkq - 1 11
91,0.62,"(34.3, 54.7)",[],rn2k2r/ppq1nppp/2p1p3/3pP3/2PP4/P1BQ4/1P3PPP/R3K1NR w KQkq - 1 11
92,0.62,"(34.3, 54.7)",[],rn2k2r/ppq1nppp/2p1p3/3pP3/2PP4/P1BQ4/1P3PPP/R3K1NR w KQkq - 1 11
93,0.62,"(34.3, 54.7)",[],rn2k2r/ppq1nppp/2p1p3/3pP3/2PP4/P1BQ4/1P3PPP/R3K1NR w KQkq - 1 11
94,0.62,"(34.3, 54.7)",[],rn2k2r/ppq1nppp/2p1p3/3pP3/2PP4/P1BQ4/1P3PPP/R3K1NR w KQkq - 1 11
95,0.47,"(40.0, 54.7)",['g1f3'],rn2k2r/ppq1nppp/2p1p3/3pP3/2PP4/P1BQ1N2/1P3PPP/R3K2R b KQkq - 2 11
96,0.47,"(40.0, 54.7)",[],rn2k2r/ppq1nppp/2p1p3/3pP3/2PP4/P1BQ1N2/1P3PPP/R3K2R b KQkq - 2 11
97,0.47,"(40.0, 54.7)",[],rn2k2r/ppq1nppp/2p1p3/3pP3/2PP4/P1BQ1N2/1P3PPP/R3K2R b KQkq - 2 11
98,0.47,"(40.0, 54.7)",[],rn2k2r/ppq1nppp/2p1p3/3pP3/2PP4/P1BQ1N2/1P3PPP/R3K2R b KQkq - 2 11
99,0.47,"(40.0, 54.7)",[],rn2k2r/ppq1nppp/2p1p3/3pP3/2PP4/P1BQ1N2/1P3PPP/R3K2R b KQkq - 2 11
100,0.47,"(40.0, 54.7)",[],rn2k2r/ppq1nppp/2p1p3/3pP3/2PP4/P1BQ1N2/1P3PPP/R3K2R b KQkq - 2 11
101,0.47,"(40.0, 54.7)",[],rn2k2r/ppq1nppp/2p1p3/3pP3/2PP4/P1BQ1N2/1P3PPP/R3K2R b KQkq - 2 11
102,0.47,"(40.0, 54.7)",[],rn2k2r/ppq1nppp/2p1p3/3pP3/2PP4/P1BQ1N2/1P3PPP/R3K2R b KQkq - 2 11
103,0.47,"(40.0, 54.7)",[],rn2k2r/ppq1nppp/2p1p3/3pP3/2PP4/P1BQ1N2/1P3PPP/R3K2R b KQkq - 2 11
104,0.47,"(40.0, 54.7)",[],rn2k2r/ppq1nppp/2p1p3/3pP3/2PP4/P1BQ1N2/1P3PPP/R3K2R b KQkq - 2 11
105,0.47,"(40.0, 54.7)",[],rn2k2r/ppq1nppp/2p1p3/3pP3/2PP4/P1BQ1N2/1P3PPP/R3K2R b KQkq - 2 11
106,0.47,"(40.0, 54.7)",[],rn2k2r/ppq1nppp/2p1p3/3pP3/2PP4/P1BQ1N2/1P3PPP/R3K2R b KQkq - 2 11
107,0.47,"(40.0, 54.7)",[],rn2k2r/ppq1nppp/2p1p3/3pP3/2PP4/P1BQ1N2/1P3PPP/R3K2R b KQkq - 2 11
108,0.47,"(40.0, 54.7)",[],rn2k2r/ppq1nppp/2p1p3/3pP3/2PP4/P1BQ1N2/1P3PPP/R3K2R b KQkq - 2 11
109,0.47,"(40.0, 54.7)",[],rn2k2r/ppq1nppp/2p1p3/3pP3/2PP4/P1BQ1N2/1P3PPP/R3K2R b KQkq - 2 11
110,0.47,"(40.0, 54.7)",[],rn2k2r/ppq1nppp/2p1p3/3pP3/2PP4/P1BQ1N2/1P3PPP/R3K2R b KQkq - 2 11
111,0.47,"(40.0, 54.7)",[],rn2k2r/ppq1nppp/2p1p3/3pP3/2PP4/P1BQ1N2/1P3PPP/R3K2R b KQkq - 2 11
112,0.47,"(40.0, 54.7)",[],rn2k2r/ppq1nppp/2p1p3/3pP3/2PP4/P1BQ1N2/1P3PPP/R3K2R b KQkq - 2 11
113,0.47,"(40.0, 54.7)",[],rn2k2r/ppq1nppp/2p1p3/3pP3/2PP4/P1BQ1N2/1P3PPP/R3K2R b KQkq - 2 11
114,0.47,"(40.0, 54.7)",[],rn2k2r/ppq1nppp/2p1p3/3pP3/2PP4/P1BQ1N2/1P3PPP/R3K2R b KQkq - 2 11
115,0.47,"(40.0, 54.7)",[],rn2k2r/ppq1nppp/2p1p3/3pP3/2PP4/P1BQ1N2/1P3PPP/R3K2R b KQkq - 2 11
116,0.87,"(40.0, 75.2)",['b8d7'],r3k2r/ppqnnppp/2p1p3/3pP3/2PP4/P1BQ1N2/1P3PPP/R3K2R w KQkq - 3 12
117,0.87,"(40.0, 75.2)",[],r3k2r/ppqnnppp/2p1p3/3pP3/2PP4/P1BQ1N2/1P3PPP/R3K2R w KQkq - 3 12
118,0.87,"(40.0, 75.2)",[],r3k2r/ppqnnppp/2p1p3/3pP3/2PP4/P1BQ1N2/1P3PPP/R3K2R w KQkq - 3 12
119,0.1,"(43.8, 75.2)",['e1g1'],r3k2r/ppqnnppp/2p1p3/3pP3/2PP4/P1BQ1N2/1P3PPP/R4RK1 b kq - 4 12
120,0.1,"(43.8, 75.2)",[],r3k2r/ppqnnppp/2p1p3/3pP3/2PP4/P1BQ1N2/1P3PPP/R4RK1 b kq - 4 12
121,0.1,"(43.8, 75.2)",[],r3k2r/ppqnnppp/2p1p3/3pP3/2PP4/P1BQ1N2/1P3PPP/R4RK1 b kq - 4 12
122,0.1,"(43.8, 75.2)",[],r3k2r/ppqnnppp/2p1p3/3pP3/2PP4/P1BQ1N2/1P3PPP/R4RK1 b kq - 4 12
123,0.1,"(43.8, 75.2)",[],r3k2r/ppqnnppp/2p1p3/3pP3/2PP4/P1BQ1N2/1P3PPP/R4RK1 b kq - 4 12
124,0.1,"(43.8, 75.2)",[],r3k2r/ppqnnppp/2p1p3/3pP3/2PP4/P1BQ1N2/1P3PPP/R4RK1 b kq - 4 12
125,0.1,"(43.8, 75.2)",[],r3k2r/ppqnnppp/2p1p3/3pP3/2PP4/P1BQ1N2/1P3PPP/R4RK1 b kq - 4 12
126,1.66,"(43.8, 82.2)",['f7f6'],r3k2r/ppqnn1pp/2p1pp2/3pP3/2PP4/P1BQ1N2/1P3PPP/R4RK1 w kq - 0 13
127,1.66,"(43.8, 82.2)",[],r3k2r/ppqnn1pp/2p1pp2/3pP3/2PP4/P1BQ1N2/1P3PPP/R4RK1 w kq - 0 13
128,1.66,"(43.8, 82.2)",[],r3k2r/ppqnn1pp/2p1pp2/3pP3/2PP4/P1BQ1N2/1P3PPP/R4RK1 w kq - 0 13
129,1.66,"(43.8, 82.2)",[],r3k2r/ppqnn1pp/2p1pp2/3pP3/2PP4/P1BQ1N2/1P3PPP/R4RK1 w kq - 0 13
130,1.66,"(43.8, 82.2)",[],r3k2r/ppqnn1pp/2p1pp2/3pP3/2PP4/P1BQ1N2/1P3PPP/R4RK1 w kq - 0 13
131,2.09,"(48.0, 82.2)",['c3b4'],r3k2r/ppqnn1pp/2p1pp2/3pP3/1BPP4/P2Q1N2/1P3PPP/R4RK1 b kq - 1 13
132,2.09,"(48.0, 82.2)",[],r3k2r/ppqnn1pp/2p1pp2/3pP3/1BPP4/P2Q1N2/1P3PPP/R4RK1 b kq - 1 13
133,2.09,"(48.0, 82.2)",[],r3k2r/ppqnn1pp/2p1pp2/3pP3/1BPP4/P2Q1N2/1P3PPP/R4RK1 b kq - 1 13
134,2.09,"(48.0, 82.2)",[],r3k2r/ppqnn1pp/2p1pp2/3pP3/1BPP4/P2Q1N2/1P3PPP/R4RK1 b kq - 1 13
135,2.09,"(48.0, 82.2)",[],r3k2r/ppqnn1pp/2p1pp2/3pP3/1BPP4/P2Q1N2/1P3PPP/R4RK1 b kq - 1 13
136,2.09,"(48.0, 82.2)",[],r3k2r/ppqnn1pp/2p1pp2/3pP3/1BPP4/P2Q1N2/1P3PPP/R4RK1 b kq - 1 13
137,2.09,"(48.0, 82.2)",[],r3k2r/ppqnn1pp/2p1pp2/3pP3/1BPP4/P2Q1N2/1P3PPP/R4RK1 b kq - 1 13
138,2.09,"(48.0, 82.2)",[],r3k2r/ppqnn1pp/2p1pp2/3pP3/1BPP4/P2Q1N2/1P3PPP/R4RK1 b kq - 1 13
139,2.09,"(48.0, 82.2)",[],r3k2r/ppqnn1pp/2p1pp2/3pP3/1BPP4/P2Q1N2/1P3PPP/R4RK1 b kq - 1 13
140,2.09,"(48.0, 82.2)",[],r3k2r/ppqnn1pp/2p1pp2/3pP3/1BPP4/P2Q1N2/1P3PPP/R4RK1 b kq - 1 13
141,2.09,"(48.0, 82.2)",[],r3k2r/ppqnn1pp/2p1pp2/3pP3/1BPP4/P2Q1N2/1P3PPP/R4RK1 b kq - 1 13
142,2.09,"(48.0, 82.2)",[],r3k2r/ppqnn1pp/2p1pp2/3pP3/1BPP4/P2Q1N2/1P3PPP/R4RK1 b kq - 1 13
143,2.09,"(48.0, 82.2)",[],r3k2r/ppqnn1pp/2p1pp2/3pP3/1BPP4/P2Q1N2/1P3PPP/R4RK1 b kq - 1 13
144,2.09,"(48.0, 82.2)",[],r3k2r/ppqnn1pp/2p1pp2/3pP3/1BPP4/P2Q1N2/1P3PPP/R4RK1 b kq - 1 13
145,2.09,"(48.0, 82.2)",[],r3k2r/ppqnn1pp/2p1pp2/3pP3/1BPP4/P2Q1N2/1P3PPP/R4RK1 b kq - 1 13
146,2.09,"(48.0, 82.2)",[],r3k2r/ppqnn1pp/2p1pp2/3pP3/1BPP4/P2Q1N2/1P3PPP/R4RK1 b kq - 1 13
147,2.09,"(48.0, 82.2)",[],r3k2r/ppqnn1pp/2p1pp2/3pP3/1BPP4/P2Q1N2/1P3PPP/R4RK1 b kq - 1 13
148,2.09,"(48.0, 82.2)",[],r3k2r/ppqnn1pp/2p1pp2/3pP3/1BPP4/P2Q1N2/1P3PPP/R4RK1 b kq - 1 13
149,2.09,"(48.0, 82.2)",[],r3k2r/ppqnn1pp/2p1pp2/3pP3/1BPP4/P2Q1N2/1P3PPP/R4RK1 b kq - 1 13
150,2.09,"(48.0, 82.2)",[],r3k2r/ppqnn1pp/2p1pp2/3pP3/1BPP4/P2Q1N2/1P3PPP/R4RK1 b kq - 1 13
151,2.09,"(48.0, 82.2)",[],r3k2r/ppqnn1pp/2p1pp2/3pP3/1BPP4/P2Q1N2/1P3PPP/R4RK1 b kq - 1 13
152,2.09,"(48.0, 82.2)",[],r3k2r/ppqnn1pp/2p1pp2/3pP3/1BPP4/P2Q1N2/1P3PPP/R4RK1 b kq - 1 13
153,2.09,"(48.0, 82.2)",[],r3k2r/ppqnn1pp/2p1pp2/3pP3/1BPP4/P2Q1N2/1P3PPP/R4RK1 b kq - 1 13
154,2.09,"(48.0, 82.2)",[],r3k2r/ppqnn1pp/2p1pp2/3pP3/1BPP4/P2Q1N2/1P3PPP/R4RK1 b kq - 1 13
155,2.09,"(48.0, 82.2)",[],r3k2r/ppqnn1pp/2p1pp2/3pP3/1BPP4/P2Q1N2/1P3PPP/R4RK1 b kq - 1 13
156,2.09,"(48.0, 82.2)",[],r3k2r/ppqnn1pp/2p1pp2/3pP3/1BPP4/P2Q1N2/1P3PPP/R4RK1 b kq - 1 13
157,2.09,"(48.0, 82.2)",[],r3k2r/ppqnn1pp/2p1pp2/3pP3/1BPP4/P2Q1N2/1P3PPP/R4RK1 b kq - 1 13
158,2.09,"(48.0, 82.2)",[],r3k2r/ppqnn1pp/2p1pp2/3pP3/1BPP4/P2Q1N2/1P3PPP/R4RK1 b kq - 1 13
159,2.09,"(48.0, 82.2)",[],r3k2r/ppqnn1pp/2p1pp2/3pP3/1BPP4/P2Q1N2/1P3PPP/R4RK1 b kq - 1 13
160,3.28,"(48.0, 111.1)",['c7b6'],r3k2r/pp1nn1pp/1qp1pp2/3pP3/1BPP4/P2Q1N2/1P3PPP/R4RK1 w kq - 2 14
161,3.28,"(48.0, 111.1)",[],r3k2r/pp1nn1pp/1qp1pp2/3pP3/1BPP4/P2Q1N2/1P3PPP/R4RK1 w kq - 2 14
162,3.28,"(48.0, 111.1)",[],r3k2r/pp1nn1pp/1qp1pp2/3pP3/1BPP4/P2Q1N2/1P3PPP/R4RK1 w kq - 2 14
163,3.28,"(48.0, 111.1)",[],r3k2r/pp1nn1pp/1qp1pp2/3pP3/1BPP4/P2Q1N2/1P3PPP/R4RK1 w kq - 2 14
164,3.28,"(48.0, 111.1)",[],r3k2r/pp1nn1pp/1qp1pp2/3pP3/1BPP4/P2Q1N2/1P3PPP/R4RK1 w kq - 2 14
165,2.49,"(53.7, 111.1)",['b4e7'],r3k2r/pp1nB1pp/1qp1pp2/3pP3/2PP4/P2Q1N2/1P3PPP/R4RK1 b kq - 0 14
