Move,TimeUsed,TotalTime,Eval
626,-5.4,"(404.8, 165.2)",[]
627,-5.4,"(404.8, 165.2)",[]
628,-5.4,"(404.8, 165.2)",[]
629,-5.4,"(404.8, 165.2)",[]
630,-5.4,"(404.8, 165.2)",[]
631,-5.4,"(404.8, 165.2)",[]
632,-5.4,"(404.8, 165.2)",[]
633,-5.4,"(404.8, 165.2)",[]
634,-5.4,"(404.8, 165.2)",[]
635,-5.4,"(404.8, 165.2)",[]
636,-5.4,"(404.8, 165.2)",[]
637,-5.4,"(404.8, 165.2)",[]
638,-5.4,"(404.8, 165.2)",[]
639,-5.4,"(404.8, 165.2)",[]
640,-5.4,"(404.8, 165.2)",[]
641,-5.4,"(404.8, 165.2)",[]
642,-5.4,"(404.8, 165.2)",[]
643,-5.4,"(404.8, 165.2)",[]
644,-5.4,"(404.8, 165.2)",[]
645,-5.4,"(404.8, 165.2)",[]
646,-5.4,"(404.8, 165.2)",[]
647,-5.4,"(404.8, 165.2)",[]
648,-5.4,"(404.8, 165.2)",[]
649,-5.4,"(404.8, 165.2)",[]
650,-5.4,"(404.8, 165.2)",[]
651,-5.4,"(404.8, 165.2)",[]
652,-5.4,"(404.8, 165.2)",[]
653,-5.4,"(404.8, 165.2)",[]
654,-5.4,"(404.8, 165.2)",[]
655,-5.4,"(404.8, 165.2)",[]
656,-5.4,"(404.8, 165.2)",[]
657,-5.4,"(404.8, 165.2)",[]
658,-5.4,"(404.8, 165.2)",[]
659,-5.4,"(404.8, 165.2)",[]
660,-5.4,"(404.8, 165.2)",[]
661,-5.4,"(404.8, 165.2)",[]
662,-5.4,"(404.8, 165.2)",[]
663,-5.4,"(404.8, 165.2)",[]
664,-5.4,"(404.8, 165.2)",[]
665,-5.4,"(404.8, 165.2)",[]
666,-5.4,"(404.8, 165.2)",[]
667,-5.4,"(404.8, 165.2)",[]
668,-5.4,"(404.8, 165.2)",[]
669,-5.4,"(404.8, 165.2)",[]
670,-5.4,"(404.8, 165.2)",[]
671,-5.4,"(404.8, 165.2)",[]
672,-5.4,"(404.8, 165.2)",[]
673,-5.4,"(404.8, 165.2)",[]
674,-5.4,"(404.8, 165.2)",[]
675,-5.4,"(404.8, 165.2)",[]
676,-5.4,"(404.8, 165.2)",[]
677,-5.4,"(404.8, 165.2)",[]
678,-5.4,"(404.8, 165.2)",[]
679,-5.4,"(404.8, 165.2)",[]
680,-5.4,"(404.8, 165.2)",[]
681,-5.4,"(404.8, 165.2)",[]
682,-5.4,"(404.8, 165.2)",[]
683,6.05,"(404.8, 277.4)",['e4c5']
684,6.05,"(404.8, 277.4)",[]
685,6.05,"(404.8, 277.4)",[]
686,6.05,"(404.8, 277.4)",[]
687,6.05,"(404.8, 277.4)",[]
688,6.05,"(404.8, 277.4)",[]
689,6.05,"(404.8, 277.4)",[]
690,6.05,"(404.8, 277.4)",[]
691,6.05,"(404.8, 277.4)",[]
692,6.05,"(404.8, 277.4)",[]
693,6.05,"(404.8, 277.4)",[]
694,6.05,"(404.8, 277.4)",[]
695,6.05,"(404.8, 277.4)",[]
696,6.05,"(404.8, 277.4)",[]
697,6.05,"(404.8, 277.4)",[]
698,6.05,"(404.8, 277.4)",[]
699,6.05,"(404.8, 277.4)",[]
700,6.05,"(404.8, 277.4)",[]
701,6.05,"(404.8, 277.4)",[]
702,6.05,"(404.8, 277.4)",[]
703,6.05,"(404.8, 277.4)",[]
704,6.05,"(404.8, 277.4)",[]
705,6.05,"(404.8, 277.4)",[]
706,6.05,"(404.8, 277.4)",[]
707,6.05,"(404.8, 277.4)",[]
708,6.05,"(404.8, 277.4)",[]
709,6.05,"(404.8, 277.4)",[]
710,6.05,"(404.8, 277.4)",[]
711,6.05,"(404.8, 277.4)",[]
712,6.05,"(404.8, 277.4)",[]
713,6.05,"(404.8, 277.4)",[]
714,6.05,"(404.8, 277.4)",[]
715,6.05,"(404.8, 277.4)",[]
716,6.05,"(404.8, 277.4)",[]
717,6.05,"(404.8, 277.4)",[]
718,6.05,"(404.8, 277.4)",[]
719,6.05,"(404.8, 277.4)",[]
720,6.05,"(404.8, 277.4)",[]
721,6.05,"(404.8, 277.4)",[]
722,6.05,"(404.8, 277.4)",[]
723,6.05,"(404.8, 277.4)",[]
724,6.05,"(404.8, 277.4)",[]
725,6.05,"(404.8, 277.4)",[]
726,6.05,"(404.8, 277.4)",[]
727,6.05,"(404.8, 277.4)",[]
728,6.05,"(404.8, 277.4)",[]
729,6.05,"(404.8, 277.4)",[]
730,6.05,"(404.8, 277.4)",[]
731,6.05,"(404.8, 277.4)",[]
732,6.05,"(404.8, 277.4)",[]
733,6.05,"(404.8, 277.4)",[]
734,6.05,"(404.8, 277.4)",[]
735,6.05,"(404.8, 277.4)",[]
736,6.05,"(404.8, 277.4)",[]
737,6.05,"(404.8, 277.4)",[]
738,6.05,"(404.8, 277.4)",[]
739,6.05,"(404.8, 277.4)",[]
740,6.05,"(404.8, 277.4)",[]
741,6.05,"(404.8, 277.4)",[]
742,6.05,"(404.8, 277.4)",[]
743,6.05,"(404.8, 277.4)",[]
744,6.05,"(404.8, 277.4)",[]
745,6.05,"(404.8, 277.4)",[]
746,6.05,"(404.8, 277.4)",[]
747,6.37,"(468.8, 277.4)",['e3c5']
748,6.37,"(468.8, 277.4)",[]
749,6.37,"(468.8, 277.4)",[]
750,6.37,"(468.8, 277.4)",[]
751,6.37,"(468.8, 277.4)",[]
752,6.37,"(468.8, 277.4)",[]
753,6.37,"(468.8, 277.4)",[]
754,6.37,"(468.8, 277.4)",[]
755,6.37,"(468.8, 277.4)",[]
756,6.37,"(468.8, 277.4)",[]
757,6.37,"(468.8, 277.4)",[]
758,6.37,"(468.8, 277.4)",[]
759,6.37,"(468.8, 277.4)",[]
760,6.37,"(468.8, 277.4)",[]
761,6.37,"(468.8, 277.4)",[]
762,6.37,"(468.8, 277.4)",[]
763,6.37,"(468.8, 277.4)",[]
764,6.37,"(468.8, 277.4)",[]
765,6.37,"(468.8, 277.4)",[]
766,6.37,"(468.8, 277.4)",[]
767,6.37,"(468.8, 277.4)",[]
768,6.37,"(468.8, 277.4)",[]
769,6.37,"(468.8, 277.4)",[]
770,6.37,"(468.8, 277.4)",[]
771,6.37,"(468.8, 277.4)",[]
772,6.37,"(468.8, 277.4)",[]
773,6.37,"(468.8, 277.4)",[]
774,6.37,"(468.8, 277.4)",[]
775,6.37,"(468.8, 277.4)",[]
776,6.37,"(468.8, 277.4)",[]
777,6.37,"(468.8, 277.4)",[]
778,6.37,"(468.8, 277.4)",[]
779,6.37,"(468.8, 277.4)",[]
780,6.37,"(468.8, 277.4)",[]
781,6.37,"(468.8, 277.4)",[]
782,6.37,"(468.8, 277.4)",[]
783,6.37,"(468.8, 277.4)",[]
784,6.37,"(468.8, 277.4)",[]
785,6.37,"(468.8, 277.4)",[]
786,6.37,"(468.8, 277.4)",[]
787,6.37,"(468.8, 277.4)",[]
788,6.37,"(468.8, 277.4)",[]
789,6.37,"(468.8, 277.4)",[]
790,6.37,"(468.8, 277.4)",[]
791,6.37,"(468.8, 277.4)",[]
792,6.37,"(468.8, 277.4)",[]
793,6.37,"(468.8, 277.4)",[]
794,6.37,"(468.8, 277.4)",[]
795,6.37,"(468.8, 277.4)",[]
796,6.37,"(468.8, 277.4)",[]
797,6.37,"(468.8, 277.4)",[]
798,6.37,"(468.8, 277.4)",[]
799,6.37,"(468.8, 277.4)",[]
800,6.37,"(468.8, 277.4)",[]
801,6.37,"(468.8, 277.4)",[]
802,6.37,"(468.8, 277.4)",[]
803,6.37,"(468.8, 277.4)",[]
804,6.37,"(468.8, 277.4)",[]
805,6.37,"(468.8, 277.4)",[]
806,6.37,"(468.8, 277.4)",[]
807,6.37,"(468.8, 277.4)",[]
808,6.37,"(468.8, 277.4)",[]
809,6.15,"(468.8, 339.6)",['e5a1']
810,6.15,"(468.8, 339.6)",[]
811,6.15,"(468.8, 339.6)",[]
812,6.15,"(468.8, 339.6)",[]
813,6.15,"(468.8, 339.6)",[]
814,6.15,"(468.8, 339.6)",[]
815,6.67,"(475.4, 339.6)",['e1a1']
816,6.67,"(475.4, 339.6)",[]
817,6.67,"(475.4, 339.6)",[]
818,7.04,"(475.4, 342.4)",['d6c5']
819,7.04,"(475.4, 342.4)",[]
820,7.04,"(475.4, 342.4)",[]
821,7.04,"(475.4, 342.4)",[]
822,7.04,"(475.4, 342.4)",[]
823,7.04,"(475.4, 342.4)",[]
824,7.04,"(475.4, 342.4)",[]
825,7.04,"(475.4, 342.4)",[]
826,7.04,"(475.4, 342.4)",[]
827,7.04,"(475.4, 342.4)",[]
828,7.04,"(475.4, 342.4)",[]
829,7.04,"(475.4, 342.4)",[]
830,7.04,"(475.4, 342.4)",[]
831,7.04,"(475.4, 342.4)",[]
832,6.17,"(489.6, 342.4)",['a1d1']
833,6.17,"(489.6, 342.4)",[]
834,6.17,"(489.6, 342.4)",[]
835,6.17,"(489.6, 342.4)",[]
836,6.17,"(489.6, 342.4)",[]
837,6.17,"(489.6, 342.4)",[]
838,6.17,"(489.6, 342.4)",[]
839,6.17,"(489.6, 342.4)",[]
840,6.17,"(489.6, 342.4)",[]
841,6.17,"(489.6, 342.4)",[]
842,6.17,"(489.6, 342.4)",[]
843,6.17,"(489.6, 342.4)",[]
844,6.26,"(489.6, 353.8)",['a8b8']
845,6.26,"(489.6, 353.8)",[]
846,6.26,"(489.6, 353.8)",[]
847,6.26,"(489.6, 353.8)",[]
848,6.26,"(489.6, 353.8)",[]
849,6.26,"(489.6, 353.8)",[]
850,6.26,"(489.6, 353.8)",[]
851,6.26,"(489.6, 353.8)",[]
852,6.26,"(489.6, 353.8)",[]
853,6.26,"(489.6, 353.8)",[]
854,6.26,"(489.6, 353.8)",[]
855,6.26,"(489.6, 353.8)",[]
856,6.26,"(489.6, 353.8)",[]
857,6.26,"(489.6, 353.8)",[]
858,6.26,"(489.6, 353.8)",[]
859,6.26,"(489.6, 353.8)",[]
860,6.26,"(489.6, 353.8)",[]
861,6.26,"(489.6, 353.8)",[]
862,6.26,"(489.6, 353.8)",[]
863,6.26,"(489.6, 353.8)",[]
864,6.26,"(489.6, 353.8)",[]
865,6.26,"(489.6, 353.8)",[]
866,6.26,"(489.6, 353.8)",[]
867,6.26,"(489.6, 353.8)",[]
868,6.26,"(489.6, 353.8)",[]
869,6.26,"(489.6, 353.8)",[]
870,6.26,"(489.6, 353.8)",[]
871,6.26,"(489.6, 353.8)",[]
872,2.93,"(517.5, 353.8)",['b7a6']
873,2.93,"(517.5, 353.8)",[]
874,2.93,"(517.5, 353.8)",[]
875,2.93,"(517.5, 353.8)",[]
876,2.93,"(517.5, 353.8)",[]
877,2.93,"(517.5, 353.8)",[]
878,2.93,"(517.5, 353.8)",[]
879,2.93,"(517.5, 353.8)",[]
880,2.93,"(517.5, 353.8)",[]
881,2.93,"(517.5, 353.8)",[]
882,2.93,"(517.5, 353.8)",[]
883,2.93,"(517.5, 353.8)",[]
884,2.93,"(517.5, 353.8)",[]
885,2.93,"(517.5, 353.8)",[]
886,2.93,"(517.5, 353.8)",[]
887,2.93,"(517.5, 353.8)",[]
888,2.93,"(517.5, 353.8)",[]
889,2.93,"(517.5, 353.8)",[]
890,2.93,"(517.5, 353.8)",[]
891,2.93,"(517.5, 353.8)",[]
892,4.4,"(517.5, 374.2)",['b8b3']
893,4.4,"(517.5, 374.2)",[]
894,4.4,"(517.5, 374.2)",[]
895,4.4,"(517.5, 374.2)",[]
896,4.4,"(517.5, 374.2)",[]
897,4.4,"(517.5, 374.2)",[]
898,4.4,"(517.5, 374.2)",[]
899,4.4,"(517.5, 374.2)",[]
900,4.4,"(517.5, 374.2)",[]
901,4.4,"(517.5, 374.2)",[]
902,4.4,"(517.5, 374.2)",[]
903,4.4,"(517.5, 374.2)",[]
904,2.98,"(529.6, 374.2)",['c4d5']
905,2.98,"(529.6, 374.2)",[]
906,2.98,"(529.6, 374.2)",[]
907,2.98,"(529.6, 374.2)",[]
908,2.98,"(529.6, 374.2)",[]
909,2.98,"(529.6, 374.2)",[]
910,2.98,"(529.6, 374.2)",[]
911,6.04,"(529.6, 380.6)",['b3b6']
912,6.04,"(529.6, 380.6)",[]
913,6.04,"(529.6, 380.6)",[]
914,6.04,"(529.6, 380.6)",[]
915,6.04,"(529.6, 380.6)",[]
916,6.04,"(529.6, 380.6)",[]
917,6.04,"(529.6, 380.6)",[]
918,6.04,"(529.6, 380.6)",[]
919,6.04,"(529.6, 380.6)",[]
920,6.04,"(529.6, 380.6)",[]
921,6.04,"(529.6, 380.6)",[]
922,6.04,"(529.6, 380.6)",[]
923,6.04,"(529.6, 380.6)",[]
924,6.04,"(529.6, 380.6)",[]
925,5.31,"(544.1, 380.6)",['a6e2']
926,5.31,"(544.1, 380.6)",[]
927,5.31,"(544.1, 380.6)",[]
928,5.31,"(544.1, 380.6)",[]
929,5.31,"(544.1, 380.6)",[]
930,5.31,"(544.1, 380.6)",[]
931,5.31,"(544.1, 380.6)",[]
932,5.31,"(544.1, 380.6)",[]
933,5.31,"(544.1, 380.6)",[]
934,5.31,"(544.1, 380.6)",[]
935,6.67,"(544.1, 390.4)",['h8e8']
936,6.67,"(544.1, 390.4)",[]
937,6.67,"(544.1, 390.4)",[]
938,6.02,"(546.7, 390.4)",['e2f3']
939,6.02,"(546.7, 390.4)",[]
940,6.02,"(546.7, 390.4)",[]
941,6.02,"(546.7, 390.4)",[]
942,6.02,"(546.7, 390.4)",[]
943,6.02,"(546.7, 390.4)",[]
944,6.02,"(546.7, 390.4)",[]
945,6.02,"(546.7, 390.4)",[]
946,6.02,"(546.7, 390.4)",[]
947,6.02,"(546.7, 390.4)",[]
948,6.02,"(546.7, 390.4)",[]
949,6.18,"(546.7, 401.9)",['f6e7']
950,6.18,"(546.7, 401.9)",[]
951,6.18,"(546.7, 401.9)",[]
952,6.18,"(546.7, 401.9)",[]
953,6.18,"(546.7, 401.9)",[]
954,6.18,"(546.7, 401.9)",[]
955,6.18,"(546.7, 401.9)",[]
956,6.18,"(546.7, 401.9)",[]
957,6.18,"(546.7, 401.9)",[]
958,6.18,"(546.7, 401.9)",[]
959,6.18,"(546.7, 401.9)",[]
960,6.18,"(546.7, 401.9)",[]
961,5.23,"(558.7, 401.9)",['d1c1']
962,5.23,"(558.7, 401.9)",[]
963,5.23,"(558.7, 401.9)",[]
964,5.23,"(558.7, 401.9)",[]
965,5.23,"(558.7, 401.9)",[]
966,5.23,"(558.7, 401.9)",[]
967,5.23,"(558.7, 401.9)",[]
968,5.23,"(558.7, 401.9)",[]
969,5.23,"(558.7, 401.9)",[]
970,5.23,"(558.7, 401.9)",[]
971,5.23,"(558.7, 401.9)",[]
972,5.23,"(558.7, 401.9)",[]
973,5.23,"(558.7, 401.9)",[]
974,5.23,"(558.7, 401.9)",[]
975,4.85,"(558.7, 415.9)",['e8c8']
976,4.85,"(558.7, 415.9)",[]
977,4.85,"(558.7, 415.9)",[]
978,4.85,"(558.7, 415.9)",[]
979,4.85,"(558.7, 415.9)",[]
980,4.85,"(558.7, 415.9)",[]
981,2.73,"(564.2, 415.9)",['c1d1']
982,2.73,"(564.2, 415.9)",[]
983,2.73,"(564.2, 415.9)",[]
984,2.73,"(564.2, 415.9)",[]
985,2.73,"(564.2, 415.9)",[]
986,2.73,"(564.2, 415.9)",[]
987,2.73,"(564.2, 415.9)",[]
988,2.73,"(564.2, 415.9)",[]
989,2.73,"(564.2, 415.9)",[]
990,2.73,"(564.2, 415.9)",[]
991,2.73,"(564.2, 415.9)",[]
992,2.73,"(564.2, 415.9)",[]
993,2.73,"(564.2, 415.9)",[]
994,2.73,"(564.2, 415.9)",[]
995,2.73,"(564.2, 415.9)",[]
996,5.35,"(564.2, 431.3)",['b6b2']
997,5.35,"(564.2, 431.3)",[]
998,5.35,"(564.2, 431.3)",[]
999,5.35,"(564.2, 431.3)",[]
1000,5.35,"(564.2, 431.3)",[]
1001,5.35,"(564.2, 431.3)",[]
1002,5.35,"(564.2, 431.3)",[]
1003,5.35,"(564.2, 431.3)",[]
1004,5.35,"(564.2, 431.3)",[]
1005,5.57,"(573.2, 431.3)",['d5e6']
1006,5.57,"(573.2, 431.3)",[]
1007,5.57,"(573.2, 431.3)",[]
1008,5.57,"(573.2, 431.3)",[]
1009,5.57,"(573.2, 431.3)",[]
1010,5.57,"(573.2, 431.3)",[]
1011,5.57,"(573.2, 431.3)",[]
1012,5.57,"(573.2, 431.3)",[]
1013,5.57,"(573.2, 431.3)",[]
1014,5.57,"(573.2, 431.3)",[]
1015,5.57,"(573.2, 431.3)",[]
1016,7.24,"(573.2, 442.1)",['b2f2']
1017,7.24,"(573.2, 442.1)",[]
1018,7.24,"(573.2, 442.1)",[]
1019,7.24,"(573.2, 442.1)",[]
1020,7.24,"(573.2, 442.1)",[]
1021,7.53,"(578.1, 442.1)",['f3b7']
1022,7.53,"(578.1, 442.1)",[]
1023,7.53,"(578.1, 442.1)",[]
1024,7.53,"(578.1, 442.1)",[]
1025,7.53,"(578.1, 442.1)",[]
1026,7.53,"(578.1, 442.1)",[]
1027,7.53,"(578.1, 442.1)",[]
1028,7.53,"(578.1, 442.1)",[]
1029,7.53,"(578.1, 442.1)",[]
1030,7.53,"(578.1, 442.1)",[]
1031,10.0,"(578.1, 452.1)",['e7e6']
1032,10.0,"(578.1, 452.1)",[]
1033,10.0,"(578.1, 452.1)",[]
1034,10.0,"(578.1, 452.1)",[]
1035,2.42,"(582.6, 452.1)",['d1e1']
1036,2.42,"(582.6, 452.1)",[]
1037,2.42,"(582.6, 452.1)",[]
1038,2.42,"(582.6, 452.1)",[]
1039,2.42,"(582.6, 452.1)",[]
1040,2.42,"(582.6, 452.1)",[]
1041,2.42,"(582.6, 452.1)",[]
1042,2.42,"(582.6, 452.1)",[]
1043,2.42,"(582.6, 452.1)",[]
1044,7.43,"(582.6, 460.9)",['e6f6']
1045,7.43,"(582.6, 460.9)",[]
1046,7.43,"(582.6, 460.9)",[]
1047,7.43,"(582.6, 460.9)",[]
1048,0.43,"(586.5, 460.9)",['b7a6']
1049,0.43,"(586.5, 460.9)",[]
1050,0.43,"(586.5, 460.9)",[]
1051,0.43,"(586.5, 460.9)",[]
1052,0.43,"(586.5, 460.9)",[]
1053,10.11,"(586.5, 466.5)",['f6f5']
1054,10.11,"(586.5, 466.5)",[]
1055,5.03,"(588.1, 466.5)",['g1h1']
1056,5.03,"(588.1, 466.5)",[]
1057,5.03,"(588.1, 466.5)",[]
1058,5.03,"(588.1, 466.5)",[]
1059,5.03,"(588.1, 466.5)",[]
1060,5.03,"(588.1, 466.5)",[]
1061,5.03,"(588.1, 466.5)",[]
1062,5.03,"(588.1, 466.5)",[]
1063,5.03,"(588.1, 466.5)",[]
1064,5.03,"(588.1, 466.5)",[]
1065,7.79,"(588.1, 476.9)",['c5b6']
1066,7.79,"(588.1, 476.9)",[]
1067,7.75,"(589.2, 476.9)",['a6c8']
1068,7.75,"(589.2, 476.9)",[]
1069,7.72,"(589.2, 479.2)",['f5g6']
1070,7.72,"(589.2, 479.2)",[]
1071,7.72,"(589.2, 479.2)",[]
1072,7.72,"(589.2, 479.2)",[]
1073,8.23,"(593.1, 479.2)",['c8c6']
1074,8.23,"(593.1, 479.2)",[]
1075,7.83,"(593.1, 481.4)",['f7f6']
1076,8.24,"(594.2, 481.4)",['a4a5']
1077,8.24,"(594.2, 481.4)",[]
1078,8.41,"(594.2, 483.8)",['b6a5']
1079,8.41,"(594.2, 483.8)",[]
1080,8.41,"(594.2, 483.8)",[]
1081,8.41,"(594.2, 483.8)",[]
1082,8.41,"(594.2, 483.8)",[]
1083,6.94,"(598.3, 483.8)",['c6e4']
1084,6.94,"(598.3, 483.8)",[]
1085,6.94,"(598.3, 483.8)",[]
1086,6.94,"(598.3, 483.8)",[]
1087,6.94,"(598.3, 483.8)",[]
1088,6.94,"(598.3, 483.8)",[]
1089,7.74,"(598.8, 490.0)","['g6f7', 'e4e7']"
1090,8.27,"(598.8, 490.8)",['f7g6']
