Time,Eval,TimeUsed,Moves,Board
35,0.45,"(12.0, 6.4)",[],rn1qkbnr/pp3ppp/2p1p3/3pPb2/2PP4/2N5/PP3PPP/R1BQKBNR b KQkq - 1 5
36,0.45,"(12.0, 6.4)",[],rn1qkbnr/pp3ppp/2p1p3/3pPb2/2PP4/2N5/PP3PPP/R1BQKBNR b KQkq - 1 5
37,0.45,"(12.0, 6.4)",[],rn1qkbnr/pp3ppp/2p1p3/3pPb2/2PP4/2N5/PP3PPP/R1BQKBNR b KQkq - 1 5
38,0.45,"(12.0, 6.4)",[],rn1qkbnr/pp3ppp/2p1p3/3pPb2/2PP4/2N5/PP3PPP/R1BQKBNR b KQkq - 1 5
39,1.63,"(12.0, 27.0)",['c6c5'],rn1qkbnr/pp3ppp/4p3/2ppPb2/2PP4/2N5/PP3PPP/R1BQKBNR w KQkq - 0 6
40,1.63,"(12.0, 27.0)",[],rn1qkbnr/pp3ppp/4p3/2ppPb2/2PP4/2N5/PP3PPP/R1BQKBNR w KQkq - 0 6
41,1.63,"(12.0, 27.0)",[],rn1qkbnr/pp3ppp/4p3/2ppPb2/2PP4/2N5/PP3PPP/R1BQKBNR w KQkq - 0 6
42,1.63,"(12.0, 27.0)",[],rn1qkbnr/pp3ppp/4p3/2ppPb2/2PP4/2N5/PP3PPP/R1BQKBNR w KQkq - 0 6
43,1.63,"(12.0, 27.0)",[],rn1qkbnr/pp3ppp/4p3/2ppPb2/2PP4/2N5/PP3PPP/R1BQKBNR w KQkq - 0 6
44,1.63,"(12.0, 27.0)",[],rn1qkbnr/pp3ppp/4p3/2ppPb2/2PP4/2N5/PP3PPP/R1BQKBNR w KQkq - 0 6
45,1.63,"(12.0, 27.0)",[],rn1qkbnr/pp3ppp/4p3/2ppPb2/2PP4/2N5/PP3PPP/R1BQKBNR w KQkq - 0 6
46,1.63,"(12.0, 27.0)",[],rn1qkbnr/pp3ppp/4p3/2ppPb2/2PP4/2N5/PP3PPP/R1BQKBNR w KQkq - 0 6
47,1.18,"(19.3, 27.0)",['g1f3'],rn1qkbnr/pp3ppp/4p3/2ppPb2/2PP4/2N2N2/PP3PPP/R1BQKB1R b KQkq - 1 6
48,1.18,"(19.3, 27.0)",[],rn1qkbnr/pp3ppp/4p3/2ppPb2/2PP4/2N2N2/PP3PPP/R1BQKB1R b KQkq - 1 6
49,1.18,"(19.3, 27.0)",[],rn1qkbnr/pp3ppp/4p3/2ppPb2/2PP4/2N2N2/PP3PPP/R1BQKB1R b KQkq - 1 6
50,1.18,"(19.3, 27.0)",[],rn1qkbnr/pp3ppp/4p3/2ppPb2/2PP4/2N2N2/PP3PPP/R1BQKB1R b KQkq - 1 6
51,1.18,"(19.3, 27.0)",[],rn1qkbnr/pp3ppp/4p3/2ppPb2/2PP4/2N2N2/PP3PPP/R1BQKB1R b KQkq - 1 6
52,1.03,"(19.3, 32.1)",['b8c6'],r2qkbnr/pp3ppp/2n1p3/2ppPb2/2PP4/2N2N2/PP3PPP/R1BQKB1R w KQkq - 2 7
53,1.03,"(19.3, 32.1)",[],r2qkbnr/pp3ppp/2n1p3/2ppPb2/2PP4/2N2N2/PP3PPP/R1BQKB1R w KQkq - 2 7
54,1.03,"(19.3, 32.1)",[],r2qkbnr/pp3ppp/2n1p3/2ppPb2/2PP4/2N2N2/PP3PPP/R1BQKB1R w KQkq - 2 7
55,1.03,"(19.3, 32.1)",[],r2qkbnr/pp3ppp/2n1p3/2ppPb2/2PP4/2N2N2/PP3PPP/R1BQKB1R w KQkq - 2 7
56,1.03,"(19.3, 32.1)",[],r2qkbnr/pp3ppp/2n1p3/2ppPb2/2PP4/2N2N2/PP3PPP/R1BQKB1R w KQkq - 2 7
57,0.91,"(24.0, 32.1)",['c4d5'],r2qkbnr/pp3ppp/2n1p3/2pPPb2/3P4/2N2N2/PP3PPP/R1BQKB1R b KQkq - 0 7
58,0.91,"(24.0, 32.1)",[],r2qkbnr/pp3ppp/2n1p3/2pPPb2/3P4/2N2N2/PP3PPP/R1BQKB1R b KQkq - 0 7
59,0.91,"(24.0, 32.1)",[],r2qkbnr/pp3ppp/2n1p3/2pPPb2/3P4/2N2N2/PP3PPP/R1BQKB1R b KQkq - 0 7
60,0.91,"(24.0, 32.1)",[],r2qkbnr/pp3ppp/2n1p3/2pPPb2/3P4/2N2N2/PP3PPP/R1BQKB1R b KQkq - 0 7
61,1.11,"(24.0, 36.7)",['e6d5'],r2qkbnr/pp3ppp/2n5/2ppPb2/3P4/2N2N2/PP3PPP/R1BQKB1R w KQkq - 0 8
62,1.11,"(24.0, 36.7)",[],r2qkbnr/pp3ppp/2n5/2ppPb2/3P4/2N2N2/PP3PPP/R1BQKB1R w KQkq - 0 8
63,1.11,"(24.0, 36.7)",[],r2qkbnr/pp3ppp/2n5/2ppPb2/3P4/2N2N2/PP3PPP/R1BQKB1R w KQkq - 0 8
64,1.11,"(24.0, 36.7)",[],r2qkbnr/pp3ppp/2n5/2ppPb2/3P4/2N2N2/PP3PPP/R1BQKB1R w KQkq - 0 8
65,1.11,"(24.0, 36.7)",[],r2qkbnr/pp3ppp/2n5/2ppPb2/3P4/2N2N2/PP3PPP/R1BQKB1R w KQkq - 0 8
66,0.57,"(28.8, 36.7)",['f1b5'],r2qkbnr/pp3ppp/2n5/1BppPb2/3P4/2N2N2/PP3PPP/R1BQK2R b KQkq - 1 8
67,0.57,"(28.8, 36.7)",[],r2qkbnr/pp3ppp/2n5/1BppPb2/3P4/2N2N2/PP3PPP/R1BQK2R b KQkq - 1 8
68,0.57,"(28.8, 36.7)",[],r2qkbnr/pp3ppp/2n5/1BppPb2/3P4/2N2N2/PP3PPP/R1BQK2R b KQkq - 1 8
69,0.57,"(28.8, 36.7)",[],r2qkbnr/pp3ppp/2n5/1BppPb2/3P4/2N2N2/PP3PPP/R1BQK2R b KQkq - 1 8
70,0.57,"(28.8, 36.7)",[],r2qkbnr/pp3ppp/2n5/1BppPb2/3P4/2N2N2/PP3PPP/R1BQK2R b KQkq - 1 8
71,0.57,"(28.8, 36.7)",[],r2qkbnr/pp3ppp/2n5/1BppPb2/3P4/2N2N2/PP3PPP/R1BQK2R b KQkq - 1 8
72,0.57,"(28.8, 36.7)",[],r2qkbnr/pp3ppp/2n5/1BppPb2/3P4/2N2N2/PP3PPP/R1BQK2R b KQkq - 1 8
73,0.57,"(28.8, 36.7)",[],r2qkbnr/pp3ppp/2n5/1BppPb2/3P4/2N2N2/PP3PPP/R1BQK2R b KQkq - 1 8
74,0.57,"(28.8, 36.7)",[],r2qkbnr/pp3ppp/2n5/1BppPb2/3P4/2N2N2/PP3PPP/R1BQK2R b KQkq - 1 8
75,0.57,"(28.8, 36.7)",[],r2qkbnr/pp3ppp/2n5/1BppPb2/3P4/2N2N2/PP3PPP/R1BQK2R b KQkq - 1 8
76,0.57,"(28.8, 36.7)",[],r2qkbnr/pp3ppp/2n5/1BppPb2/3P4/2N2N2/PP3PPP/R1BQK2R b KQkq - 1 8
77,0.57,"(28.8, 36.7)",[],r2qkbnr/pp3ppp/2n5/1BppPb2/3P4/2N2N2/PP3PPP/R1BQK2R b KQkq - 1 8
78,0.57,"(28.8, 36.7)",[],r2qkbnr/pp3ppp/2n5/1BppPb2/3P4/2N2N2/PP3PPP/R1BQK2R b KQkq - 1 8
79,0.57,"(28.8, 36.7)",[],r2qkbnr/pp3ppp/2n5/1BppPb2/3P4/2N2N2/PP3PPP/R1BQK2R b KQkq - 1 8
80,0.57,"(28.8, 36.7)",[],r2qkbnr/pp3ppp/2n5/1BppPb2/3P4/2N2N2/PP3PPP/R1BQK2R b KQkq - 1 8
81,0.57,"(28.8, 36.7)",[],r2qkbnr/pp3ppp/2n5/1BppPb2/3P4/2N2N2/PP3PPP/R1BQK2R b KQkq - 1 8
82,0.57,"(28.8, 36.7)",[],r2qkbnr/pp3ppp/2n5/1BppPb2/3P4/2N2N2/PP3PPP/R1BQK2R b KQkq - 1 8
83,0.57,"(28.8, 36.7)",[],r2qkbnr/pp3ppp/2n5/1BppPb2/3P4/2N2N2/PP3PPP/R1BQK2R b KQkq - 1 8
84,0.57,"(28.8, 36.7)",[],r2qkbnr/pp3ppp/2n5/1BppPb2/3P4/2N2N2/PP3PPP/R1BQK2R b KQkq - 1 8
85,0.57,"(28.8, 36.7)",[],r2qkbnr/pp3ppp/2n5/1BppPb2/3P4/2N2N2/PP3PPP/R1BQK2R b KQkq - 1 8
86,0.57,"(28.8, 36.7)",[],r2qkbnr/pp3ppp/2n5/1BppPb2/3P4/2N2N2/PP3PPP/R1BQK2R b KQkq - 1 8
87,0.57,"(28.8, 36.7)",[],r2qkbnr/pp3ppp/2n5/1BppPb2/3P4/2N2N2/PP3PPP/R1BQK2R b KQkq - 1 8
88,0.57,"(28.8, 36.7)",[],r2qkbnr/pp3ppp/2n5/1BppPb2/3P4/2N2N2/PP3PPP/R1BQK2R b KQkq - 1 8
89,0.57,"(28.8, 36.7)",[],r2qkbnr/pp3ppp/2n5/1BppPb2/3P4/2N2N2/PP3PPP/R1BQK2R b KQkq - 1 8
90,0.57,"(28.8, 36.7)",[],r2qkbnr/pp3ppp/2n5/1BppPb2/3P4/2N2N2/PP3PPP/R1BQK2R b KQkq - 1 8
91,0.57,"(28.8, 36.7)",[],r2qkbnr/pp3ppp/2n5/1BppPb2/3P4/2N2N2/PP3PPP/R1BQK2R b KQkq - 1 8
92,0.57,"(28.8, 36.7)",[],r2qkbnr/pp3ppp/2n5/1BppPb2/3P4/2N2N2/PP3PPP/R1BQK2R b KQkq - 1 8
93,0.57,"(28.8, 36.7)",[],r2qkbnr/pp3ppp/2n5/1BppPb2/3P4/2N2N2/PP3PPP/R1BQK2R b KQkq - 1 8
94,0.57,"(28.8, 36.7)",[],r2qkbnr/pp3ppp/2n5/1BppPb2/3P4/2N2N2/PP3PPP/R1BQK2R b KQkq - 1 8
95,0.57,"(28.8, 36.7)",[],r2qkbnr/pp3ppp/2n5/1BppPb2/3P4/2N2N2/PP3PPP/R1BQK2R b KQkq - 1 8
96,0.57,"(28.8, 36.7)",[],r2qkbnr/pp3ppp/2n5/1BppPb2/3P4/2N2N2/PP3PPP/R1BQK2R b KQkq - 1 8
97,0.57,"(28.8, 36.7)",[],r2qkbnr/pp3ppp/2n5/1BppPb2/3P4/2N2N2/PP3PPP/R1BQK2R b KQkq - 1 8
98,2.1,"(28.8, 68.4)",['c5d4'],r2qkbnr/pp3ppp/2n5/1B1pPb2/3p4/2N2N2/PP3PPP/R1BQK2R w KQkq - 0 9
99,2.1,"(28.8, 68.4)",[],r2qkbnr/pp3ppp/2n5/1B1pPb2/3p4/2N2N2/PP3PPP/R1BQK2R w KQkq - 0 9
100,2.1,"(28.8, 68.4)",[],r2qkbnr/pp3ppp/2n5/1B1pPb2/3p4/2N2N2/PP3PPP/R1BQK2R w KQkq - 0 9
101,2.1,"(28.8, 68.4)",[],r2qkbnr/pp3ppp/2n5/1B1pPb2/3p4/2N2N2/PP3PPP/R1BQK2R w KQkq - 0 9
102,2.1,"(28.8, 68.4)",[],r2qkbnr/pp3ppp/2n5/1B1pPb2/3p4/2N2N2/PP3PPP/R1BQK2R w KQkq - 0 9
103,2.1,"(28.8, 68.4)",[],r2qkbnr/pp3ppp/2n5/1B1pPb2/3p4/2N2N2/PP3PPP/R1BQK2R w KQkq - 0 9
104,2.1,"(28.8, 68.4)",[],r2qkbnr/pp3ppp/2n5/1B1pPb2/3p4/2N2N2/PP3PPP/R1BQK2R w KQkq - 0 9
105,2.17,"(35.9, 68.4)",['f3d4'],r2qkbnr/pp3ppp/2n5/1B1pPb2/3N4/2N5/PP3PPP/R1BQK2R b KQkq - 0 9
106,2.17,"(35.9, 68.4)",[],r2qkbnr/pp3ppp/2n5/1B1pPb2/3N4/2N5/PP3PPP/R1BQK2R b KQkq - 0 9
107,2.17,"(35.9, 68.4)",[],r2qkbnr/pp3ppp/2n5/1B1pPb2/3N4/2N5/PP3PPP/R1BQK2R b KQkq - 0 9
108,2.17,"(35.9, 68.4)",[],r2qkbnr/pp3ppp/2n5/1B1pPb2/3N4/2N5/PP3PPP/R1BQK2R b KQkq - 0 9
109,2.17,"(35.9, 68.4)",[],r2qkbnr/pp3ppp/2n5/1B1pPb2/3N4/2N5/PP3PPP/R1BQK2R b KQkq - 0 9
110,2.17,"(35.9, 68.4)",[],r2qkbnr/pp3ppp/2n5/1B1pPb2/3N4/2N5/PP3PPP/R1BQK2R b KQkq - 0 9
111,2.17,"(35.9, 68.4)",[],r2qkbnr/pp3ppp/2n5/1B1pPb2/3N4/2N5/PP3PPP/R1BQK2R b KQkq - 0 9
112,2.17,"(35.9, 68.4)",[],r2qkbnr/pp3ppp/2n5/1B1pPb2/3N4/2N5/PP3PPP/R1BQK2R b KQkq - 0 9
113,2.17,"(35.9, 68.4)",[],r2qkbnr/pp3ppp/2n5/1B1pPb2/3N4/2N5/PP3PPP/R1BQK2R b KQkq - 0 9
114,2.17,"(35.9, 68.4)",[],r2qkbnr/pp3ppp/2n5/1B1pPb2/3N4/2N5/PP3PPP/R1BQK2R b KQkq - 0 9
115,2.17,"(35.9, 68.4)",[],r2qkbnr/pp3ppp/2n5/1B1pPb2/3N4/2N5/PP3PPP/R1BQK2R b KQkq - 0 9
116,2.59,"(35.9, 80.1)",['g8e7'],r2qkb1r/pp2nppp/2n5/1B1pPb2/3N4/2N5/PP3PPP/R1BQK2R w KQkq - 1 10
117,2.59,"(35.9, 80.1)",[],r2qkb1r/pp2nppp/2n5/1B1pPb2/3N4/2N5/PP3PPP/R1BQK2R w KQkq - 1 10
118,2.59,"(35.9, 80.1)",[],r2qkb1r/pp2nppp/2n5/1B1pPb2/3N4/2N5/PP3PPP/R1BQK2R w KQkq - 1 10
119,2.59,"(35.9, 80.1)",[],r2qkb1r/pp2nppp/2n5/1B1pPb2/3N4/2N5/PP3PPP/R1BQK2R w KQkq - 1 10
120,2.59,"(35.9, 80.1)",[],r2qkb1r/pp2nppp/2n5/1B1pPb2/3N4/2N5/PP3PPP/R1BQK2R w KQkq - 1 10
121,2.59,"(35.9, 80.1)",[],r2qkb1r/pp2nppp/2n5/1B1pPb2/3N4/2N5/PP3PPP/R1BQK2R w KQkq - 1 10
122,2.59,"(35.9, 80.1)",[],r2qkb1r/pp2nppp/2n5/1B1pPb2/3N4/2N5/PP3PPP/R1BQK2R w KQkq - 1 10
123,1.51,"(42.2, 80.1)",['d4f5'],r2qkb1r/pp2nppp/2n5/1B1pPN2/8/2N5/PP3PPP/R1BQK2R b KQkq - 0 10
124,1.51,"(42.2, 80.1)",[],r2qkb1r/pp2nppp/2n5/1B1pPN2/8/2N5/PP3PPP/R1BQK2R b KQkq - 0 10
125,1.51,"(42.2, 80.1)",[],r2qkb1r/pp2nppp/2n5/1B1pPN2/8/2N5/PP3PPP/R1BQK2R b KQkq - 0 10
126,1.5,"(42.2, 83.7)",['e7f5'],r2qkb1r/pp3ppp/2n5/1B1pPn2/8/2N5/PP3PPP/R1BQK2R w KQkq - 0 11
127,1.5,"(42.2, 83.7)",[],r2qkb1r/pp3ppp/2n5/1B1pPn2/8/2N5/PP3PPP/R1BQK2R w KQkq - 0 11
128,1.5,"(42.2, 83.7)",[],r2qkb1r/pp3ppp/2n5/1B1pPn2/8/2N5/PP3PPP/R1BQK2R w KQkq - 0 11
129,1.5,"(42.2, 83.7)",[],r2qkb1r/pp3ppp/2n5/1B1pPn2/8/2N5/PP3PPP/R1BQK2R w KQkq - 0 11
130,1.5,"(42.2, 83.7)",[],r2qkb1r/pp3ppp/2n5/1B1pPn2/8/2N5/PP3PPP/R1BQK2R w KQkq - 0 11
131,1.5,"(42.2, 83.7)",[],r2qkb1r/pp3ppp/2n5/1B1pPn2/8/2N5/PP3PPP/R1BQK2R w KQkq - 0 11
132,1.5,"(42.2, 83.7)",[],r2qkb1r/pp3ppp/2n5/1B1pPn2/8/2N5/PP3PPP/R1BQK2R w KQkq - 0 11
133,1.5,"(42.2, 83.7)",[],r2qkb1r/pp3ppp/2n5/1B1pPn2/8/2N5/PP3PPP/R1BQK2R w KQkq - 0 11
134,1.5,"(42.2, 83.7)",[],r2qkb1r/pp3ppp/2n5/1B1pPn2/8/2N5/PP3PPP/R1BQK2R w KQkq - 0 11
135,1.5,"(42.2, 83.7)",[],r2qkb1r/pp3ppp/2n5/1B1pPn2/8/2N5/PP3PPP/R1BQK2R w KQkq - 0 11
136,0.41,"(51.5, 83.7)",['d1d5'],r2qkb1r/pp3ppp/2n5/1B1QPn2/8/2N5/PP3PPP/R1B1K2R b KQkq - 0 11
137,0.41,"(51.5, 83.7)",[],r2qkb1r/pp3ppp/2n5/1B1QPn2/8/2N5/PP3PPP/R1B1K2R b KQkq - 0 11
138,0.41,"(51.5, 83.7)",[],r2qkb1r/pp3ppp/2n5/1B1QPn2/8/2N5/PP3PPP/R1B1K2R b KQkq - 0 11
139,0.41,"(51.5, 83.7)",[],r2qkb1r/pp3ppp/2n5/1B1QPn2/8/2N5/PP3PPP/R1B1K2R b KQkq - 0 11
140,0.41,"(51.5, 83.7)",[],r2qkb1r/pp3ppp/2n5/1B1QPn2/8/2N5/PP3PPP/R1B1K2R b KQkq - 0 11
141,0.41,"(51.5, 83.7)",[],r2qkb1r/pp3ppp/2n5/1B1QPn2/8/2N5/PP3PPP/R1B1K2R b KQkq - 0 11
142,0.41,"(51.5, 83.7)",[],r2qkb1r/pp3ppp/2n5/1B1QPn2/8/2N5/PP3PPP/R1B1K2R b KQkq - 0 11
143,0.41,"(51.5, 83.7)",[],r2qkb1r/pp3ppp/2n5/1B1QPn2/8/2N5/PP3PPP/R1B1K2R b KQkq - 0 11
144,0.41,"(51.5, 83.7)",[],r2qkb1r/pp3ppp/2n5/1B1QPn2/8/2N5/PP3PPP/R1B1K2R b KQkq - 0 11
145,0.41,"(51.5, 83.7)",[],r2qkb1r/pp3ppp/2n5/1B1QPn2/8/2N5/PP3PPP/R1B1K2R b KQkq - 0 11
146,0.41,"(51.5, 83.7)",[],r2qkb1r/pp3ppp/2n5/1B1QPn2/8/2N5/PP3PPP/R1B1K2R b KQkq - 0 11
147,0.41,"(51.5, 83.7)",[],r2qkb1r/pp3ppp/2n5/1B1QPn2/8/2N5/PP3PPP/R1B1K2R b KQkq - 0 11
148,0.41,"(51.5, 83.7)",[],r2qkb1r/pp3ppp/2n5/1B1QPn2/8/2N5/PP3PPP/R1B1K2R b KQkq - 0 11
149,0.41,"(51.5, 83.7)",[],r2qkb1r/pp3ppp/2n5/1B1QPn2/8/2N5/PP3PPP/R1B1K2R b KQkq - 0 11
150,0.41,"(51.5, 83.7)",[],r2qkb1r/pp3ppp/2n5/1B1QPn2/8/2N5/PP3PPP/R1B1K2R b KQkq - 0 11
151,0.41,"(51.5, 83.7)",[],r2qkb1r/pp3ppp/2n5/1B1QPn2/8/2N5/PP3PPP/R1B1K2R b KQkq - 0 11
152,0.41,"(51.5, 83.7)",[],r2qkb1r/pp3ppp/2n5/1B1QPn2/8/2N5/PP3PPP/R1B1K2R b KQkq - 0 11
153,0.41,"(51.5, 83.7)",[],r2qkb1r/pp3ppp/2n5/1B1QPn2/8/2N5/PP3PPP/R1B1K2R b KQkq - 0 11
154,0.41,"(51.5, 83.7)",[],r2qkb1r/pp3ppp/2n5/1B1QPn2/8/2N5/PP3PPP/R1B1K2R b KQkq - 0 11
155,0.41,"(51.5, 83.7)",[],r2qkb1r/pp3ppp/2n5/1B1QPn2/8/2N5/PP3PPP/R1B1K2R b KQkq - 0 11
156,0.41,"(51.5, 83.7)",[],r2qkb1r/pp3ppp/2n5/1B1QPn2/8/2N5/PP3PPP/R1B1K2R b KQkq - 0 11
157,0.41,"(51.5, 83.7)",[],r2qkb1r/pp3ppp/2n5/1B1QPn2/8/2N5/PP3PPP/R1B1K2R b KQkq - 0 11
158,0.41,"(51.5, 83.7)",[],r2qkb1r/pp3ppp/2n5/1B1QPn2/8/2N5/PP3PPP/R1B1K2R b KQkq - 0 11
159,0.41,"(51.5, 83.7)",[],r2qkb1r/pp3ppp/2n5/1B1QPn2/8/2N5/PP3PPP/R1B1K2R b KQkq - 0 11
160,0.41,"(51.5, 83.7)",[],r2qkb1r/pp3ppp/2n5/1B1QPn2/8/2N5/PP3PPP/R1B1K2R b KQkq - 0 11
161,0.41,"(51.5, 83.7)",[],r2qkb1r/pp3ppp/2n5/1B1QPn2/8/2N5/PP3PPP/R1B1K2R b KQkq - 0 11
162,0.41,"(51.5, 83.7)",[],r2qkb1r/pp3ppp/2n5/1B1QPn2/8/2N5/PP3PPP/R1B1K2R b KQkq - 0 11
163,0.52,"(51.5, 111.1)",['d8d5'],r3kb1r/pp3ppp/2n5/1B1qPn2/8/2N5/PP3PPP/R1B1K2R w KQkq - 0 12
164,0.52,"(51.5, 111.1)",[],r3kb1r/pp3ppp/2n5/1B1qPn2/8/2N5/PP3PPP/R1B1K2R w KQkq - 0 12
165,0.52,"(51.5, 111.1)",[],r3kb1r/pp3ppp/2n5/1B1qPn2/8/2N5/PP3PPP/R1B1K2R w KQkq - 0 12
166,0.54,"(54.5, 111.1)",['c3d5'],r3kb1r/pp3ppp/2n5/1B1NPn2/8/8/PP3PPP/R1B1K2R b KQkq - 0 12
167,0.54,"(54.5, 111.1)",[],r3kb1r/pp3ppp/2n5/1B1NPn2/8/8/PP3PPP/R1B1K2R b KQkq - 0 12
168,0.54,"(54.5, 111.1)",[],r3kb1r/pp3ppp/2n5/1B1NPn2/8/8/PP3PPP/R1B1K2R b KQkq - 0 12
169,0.54,"(54.5, 111.1)",[],r3kb1r/pp3ppp/2n5/1B1NPn2/8/8/PP3PPP/R1B1K2R b KQkq - 0 12
170,0.54,"(54.5, 111.1)",[],r3kb1r/pp3ppp/2n5/1B1NPn2/8/8/PP3PPP/R1B1K2R b KQkq - 0 12
171,0.54,"(54.5, 111.1)",[],r3kb1r/pp3ppp/2n5/1B1NPn2/8/8/PP3PPP/R1B1K2R b KQkq - 0 12
